chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_right	gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
1	169111407	169131555	ENST00000494797	777	+	169111407	169131555	0	5	91,156,185,81,264	0,13476,15816,18602,19884	ENST00000494797	20148	+	ATP1B1	1	169111440	20.623000036586415	20.623000036586415	15.46200008392334	21.375400042533876	6.580636352300644	1	33	-16.191539059423544	-16.191539059423544	-61.2567990620931	24.087100172042845	2.7784215672385995	1	306	-5.91215191264787	1.8371317712890525	11.401399660110474	34.782699775695804	4.982381726515301	744	1:169111407-169111440	[169111407]	[169111440]	[169107895, 169111369]	[169108163, 169111407]	[169111440, 169124883, 169127223, 169130009, 169131291]	[169111498, 169125039, 169127408, 169130090, 169131555]
1	203863677	203869932	ENST00000367208	183	+	203863677	203869932	0	3	48,79,56	0,1363,6199	ENST00000367208	6255	+	SNRPE	1	203863701	19.073625087738037	19.073625087738037	24.166600227355957		7.334666658192873	1	24	-25.995452644690026	-6.477283050429146	-17.674600028991698	-23.21073309183121	2.491849082750532	2	53	0.6628050358040528	0.6628050358040528	23.623999881744385	19.96270022392273	7.220723236272545	159	1:203863677-203863701	[203863677]	[203863701]	[203863624]	[203863677]	[203863701, 203865040, 203869876]	[203863725, 203865119, 203869932]
1	206384046	206406598	ENST00000419187	921	+	206384046	206406598	0	6	30,216,129,222,102,222	0,8642,9498,17377,21202,22330	ENST00000419187	22552	+	SRGAP2	1	206384049	11.588000297546387	11.588000297546387			6.312999884287517	1	3	-10.354157343975613	-6.969579748627259	-1.098733615875244	6.741400146484375	5.495303376743131	3	445	-14.86414922312032	4.915003308410044	11.499800109863282	26.970800375938417	6.619894340838644	918	1:206384046-206384049	[206384046]	[206384049]	[206205625, 206384013]	[206206037, 206384046]	[206384049, 206392688, 206393544, 206401423, 206405248, 206406376]	[206384076, 206392904, 206393673, 206401645, 206405350, 206406598]
1	220579362	220662166	ENST00000678435	2328	+	220579362	220662166	0	17	195,54,49,66,71,57,237,120,100,113,154,194,101,165,252,45,355	0,1702,18968,20435,24704,36576,38947,39273,51672,52838,56013,56470,71257,72623,73738,78427,82449	ENST00000678435	82804	+	MARK1	1	220598351	13.639114825372342	13.639114825372342	28.682400226593018	31.868900108337403	5.793185209682539	1	270	-4.994940010373464	-4.994940010373464	6.7397334734598795	14.025799798965455	3.2944610827117264	2	167	-4.425683255101924	-2.7474485047132617	-5.697133286794027	49.84759993553162	5.553930508249903	2058	1:220579362-220598351	[220579362, 220581064, 220598330]	[220579557, 220581118, 220598351]	[220528815, 220529671, 220579353, 220598330]	[220528873, 220529771, 220579362, 220598330]	[220598351, 220599797, 220604066, 220615938, 220618309, 220618635, 220631034, 220632200, 220635375, 220635832, 220650619, 220651985, 220653100, 220657789, 220661811]	[220598379, 220599863, 220604137, 220615995, 220618546, 220618755, 220631134, 220632313, 220635529, 220636026, 220650720, 220652150, 220653352, 220657834, 220662166]
1	153982098	153984758	ENST00000614713	465	-	153982098	153984758	0	7	78,54,66,90,78,61,38	0,292,436,620,1120,1422,2622	ENST00000614713	2660	-	RAB13	1	153983523	20.437803205896596	20.437803205896596	14.824466514587403	25.47599983215332	5.601180324651545	2	61	-17.759319874299628	-17.759319874299628	41.70439987182617	41.465999603271484	0.8580045519869716	1	441	-18.7910623828146	1.704452555677109	1.1177998065948487	5.434499990940094	4.640645028060418	369	1:153982098-153983523	[153984720]	[153984781]	[153983523, 153984720, 153984983]	[153983581, 153984720, 153985366]	[153982098, 153982390, 153982534, 153982718, 153983218, 153983520]	[153982176, 153982444, 153982600, 153982808, 153983296, 153983523]
1	165728022	165768255	ENST00000580248	483	-	165728022	165768255	0	6	99,145,68,47,60,64	0,15144,24079,26205,31502,40169	ENST00000580248	40233	-	TMCO1	1	165754230	17.337767982828446	17.337767982828446	11.472466389338175	23.645900154113768	5.7848840620962605	1	138	-7.505664389265795	-4.225974810140571	-30.81013396581014	4.634100103378296	1.1653062032261632	2	565	19.81378407707763	19.81378407707763	16.160800170898437	32.37430009841919	6.331060308590532	315	1:165728022-165754230	[165759524, 165768191]	[165759584, 165768269]	[165754230, 165768191, 165797696, 165799917, 165827469]	[165754274, 165768191, 165797813, 165800035, 165827755]	[165728022, 165743166, 165752101, 165754227]	[165728121, 165743311, 165752169, 165754230]
1	165728022	165768255	ENST00000464650	483	-	165728022	165768255	0	6	99,145,68,47,60,64	0,15144,24079,26205,31502,40169	ENST00000464650	40233	-	TMCO1	1	165754230	17.337767982828446	17.337767982828446	11.472466389338175	23.645900154113768	5.7848840620962605	1	138	-11.242499986548482	-11.242499986548482	31.06180057525635	22.7576003074646	0.9676605134650513	1	162	19.81378407707763	19.81378407707763	16.160800170898437	32.37430009841919	6.331060308590532	315	1:165728022-165754230	[165759524, 165768191]	[165759584, 165768269]	[165754230, 165768191, 165768758]	[165754274, 165768191, 165768876]	[165728022, 165743166, 165752101, 165754227]	[165728121, 165743311, 165752169, 165754230]
1	167431680	167440750	ENST00000700108	417	-	167431680	167440750	0	7	66,36,57,33,81,57,87	0,1343,2339,3718,6889,7663,8983	ENST00000700108	9070	-	CD247	1	167438584	13.013323035183715	13.013323035183715	14.042599964141846	29.237300300598143	3.4268571630399385	3	161	-21.521668460306426	-10.554878912826274	-31.14446636835734	0.680400013923645	0.3946256687115121	1	561	-14.99010140956312	-2.494686187753355	13.821200180053712	22.865699791908263	4.271787440323311	207	1:167431680-167438584	[167439343, 167440663]	[167439400, 167440767]	[167438584, 167440663, 167444142, 167518407]	[167438650, 167440663, 167444451, 167518593]	[167431680, 167433023, 167434019, 167435398, 167438569]	[167431746, 167433059, 167434076, 167435431, 167438584]
1	167431680	167440750	ENST00000700109	420	-	167431680	167440750	0	7	66,36,57,36,81,57,87	0,1343,2339,3718,6889,7663,8983	ENST00000700109	9070	-	CD247	1	167438584	13.013323035183715	13.013323035183715	14.042599964141846	29.237300300598143	3.4268571630399385	3	161	-10.735939771716504	-10.735939771716504	13.031599617004394	36.96189937591553	0.18174245284253757	3	497	-14.773519012615795	-2.484762099243346	13.821200180053712	22.865699791908263	4.286523811767498	210	1:167431680-167438584	[167439343, 167440663]	[167439400, 167440767]	[167438584, 167440663, 167444142, 167518407]	[167438650, 167440663, 167444451, 167518529]	[167431680, 167433023, 167434019, 167435398, 167438569]	[167431746, 167433059, 167434076, 167435434, 167438584]
1	212727141	212791574	ENST00000366978	348	-	212727141	212791574	0	5	38,55,131,79,45	0,55230,57221,60417,64388	ENST00000366978	64433	-	NSL1	1	212787562	18.729672856628895	18.729672856628895	29.14699993133545	23.247299548983573	3.2006923216036878	2	52	-18.517120014826457	15.611559932231904	-23.836200110117595	-13.327700066566468	4.044066651985049	1	75	-15.372122763999199	-0.16237716729703702	-5.239200210571289	-7.976900196075439	3.6508859528367523	228	1:212727141-212787562	[212791529]	[212791581]	[212787562, 212791529]	[212787637, 212791529]	[212727141, 212782371, 212784362, 212787558]	[212727179, 212782426, 212784493, 212787562]
1	224227625	224330114	ENST00000469968	2211	-	224227625	224330114	0	21	45,71,89,77,107,100,120,63,105,219,250,145,118,102,135,77,133,58,100,53,44	0,3600,5575,8880,22586,40408,47713,53497,58400,60149,61858,66641,68875,72936,76097,77110,77408,84174,90068,90252,102445	ENST00000469968	102489	-	NVL	1	224311823	12.275200920946459	12.275200920946459	7.813066832224528	28.117699527740477	3.2607450999305856	1	204	-1.1652646625743193	-1.1652646625743193	3.679199981689453	0.657900047302246	2.930911729221835	2	34	-9.971183803519516	-1.7811146383935754	-18.19493350982666	44.20960006713867	4.043629292802147	1980	1:224227625-224311823	[224317693, 224317877, 224330070]	[224317793, 224317930, 224330121]	[224311823, 224330070]	[224311857, 224330070]	[224227625, 224231225, 224233200, 224236505, 224250211, 224268033, 224275338, 224281122, 224286025, 224287774, 224289483, 224294266, 224296500, 224300561, 224303722, 224304735, 224305033, 224311799]	[224227670, 224231296, 224233289, 224236582, 224250318, 224268133, 224275458, 224281185, 224286130, 224287993, 224289733, 224294411, 224296618, 224300663, 224303857, 224304812, 224305166, 224311823]
10	11869659	11870406	ENST00000379200	747	+	11869659	11870406	0	1	747	0	ENST00000379200	747	+	PROSER2	1	11869686	49.61366695827908	49.61366695827908	39.78220138549805		2.304925926581577	1	27	-21.61474998295307	25.292874969542027	-20.15740008354187		4.93031248729676	3	16	17.200891148221043	17.200891148221043	15.152200412750243	54.196199607849124	2.304437497153251	720	10:11869659-11869686	[11869659]	[11869686]	[11869643]	[11869659]	[11869686]	[11870406]
10	27504418	27538051	ENST00000682963	381	+	27504418	27538051	0	4	19,119,67,176	0,29316,29509,33457	ENST00000682963	33633	+	RAB18	1	27533826	13.783261230668506	13.783261230668506	16.492333221435548	15.827366733551026	7.242693632304132	1	111	-14.985425809232316	-5.056287274502291	-9.012333106994628	2.540499693155289	3.365405935167086	2	101	-11.670233226153586	7.878081471610952	3.1812000274658203	6.67289989789327	6.8306889418788534	270	10:27504418-27533826	[27504418, 27533734]	[27504437, 27533826]	[27504317, 27533734]	[27504418, 27533734]	[27533826, 27533927, 27537875]	[27533853, 27533994, 27538051]
10	58361344	58368765	ENST00000615793	381	+	58361344	58368765	0	5	57,78,106,94,46	0,2264,3426,6578,7375	ENST00000615793	7421	+	UBE2D1	1	58361395	29.128117523941338	29.128117523941338	43.53479976654053	37.34779958724975	6.263666624824206	1	51	-6.029551047157115	-6.029551047157115	6.073933120568594	4.374300217628479	2.9051417238839834	2	254	-2.604209199909008	-2.604209199909008	18.78753267923991	22.035999584198	7.484709063860954	330	10:58361344-58361395	[58361344]	[58361395]	[58334978, 58361337]	[58335225, 58361344]	[58361395, 58363608, 58364770, 58367922, 58368719]	[58361401, 58363686, 58364876, 58368016, 58368765]
10	67891401	67916593	ENST00000432464	1455	+	67891401	67916593	0	6	153,148,80,187,558,329	0,15388,16644,17854,21072,24863	ENST00000432464	25192	+	SIRT1	1	67891497	13.957812597975135	13.957812597975135	18.1302001953125	20.559200179576873	6.907083302013537	1	96	-16.216398793450068	-5.57361007393116	-11.47506659825643	2.1906999960541724	2.1652738282005193	1	336	-14.633290617468385	-4.752315669152625	13.885200119018554	12.512100127339362	5.6483679462410645	1359	10:67891401-67891497	[67891401]	[67891497]	[67885180, 67887416, 67891401]	[67885399, 67887533, 67891401]	[67891497, 67906789, 67908045, 67909255, 67912473, 67916264]	[67891554, 67906937, 67908125, 67909442, 67913031, 67916593]
10	70844499	70877335	ENST00000697927	1653	+	70844499	70877335	0	13	139,68,148,77,129,89,106,99,150,239,147,121,141	0,6643,10208,13114,14871,23845,25292,26548,27337,28851,30902,32041,32695	ENST00000697927	32836	+	SGPL1	1	70851189	15.150177569944733	15.150177569944733	14.902600193023682	25.290000009536744	4.647333369903286	1	186	-18.73066354636103	-17.745057618961884	-12.428800090154011	-4.741433191299438	0.8637738752889039	3	211	-2.429288397892934	-2.429288397892934	17.158800435066222	37.56139945983887	4.767231069023603	1467	10:70844499-70851189	[70844499, 70851142]	[70844638, 70851189]	[70815942, 70844472, 70851142]	[70816126, 70844499, 70851142]	[70851189, 70854707, 70857613, 70859370, 70868344, 70869791, 70871047, 70871836, 70873350, 70875401, 70876540, 70877194]	[70851210, 70854855, 70857690, 70859499, 70868433, 70869897, 70871146, 70871986, 70873589, 70875548, 70876661, 70877335]
10	70844499	70893818	ENST00000697988	816	+	70844499	70893818	0	8	139,68,148,77,129,89,106,60	0,6643,10208,13114,14871,23845,25292,49259	ENST00000697988	49319	+	SGPL1	1	70851189	15.150177569944733	15.150177569944733	14.902600193023682	25.290000009536744	4.647333369903286	1	186	-20.821319190151403	-17.552455399048892	-5.544466018676758	-8.007399892807006	0.7403736336528999	2	194	1.9446141966396855	1.9446141966396855	17.158800435066222	37.56139945983887	4.1281936685665555	630	10:70844499-70851189	[70844499, 70851142]	[70844638, 70851189]	[70815959, 70844472, 70851142]	[70816126, 70844499, 70851142]	[70851189, 70854707, 70857613, 70859370, 70868344, 70869791, 70893758]	[70851210, 70854855, 70857690, 70859499, 70868433, 70869897, 70893818]
10	89305980	89307375	ENST00000680381	1395	+	89305980	89307375	0	1	1395	0	ENST00000680381	1395	+	IFIT2	1	89306028	10.455874748528004	10.455874748528004	13.45399980545044	17.908799993991853	2.4891250024860105	1	48	-7.7902069407804255	-7.285550524496866	NaN	NaN	0.009987085245762748	2	542	-1.2899527571341964	-1.2899527571341964	-30.495199584960936	27.836000299453737	0.5093704512938801	1347	10:89305980-89306028	[89305980]	[89306028]	[89285012, 89292288, 89293955, 89305961]	[89285264, 89292473, 89294041, 89305980]	[89306028]	[89307375]
10	89305980	89307375	ENST00000679734	1395	+	89305980	89307375	0	1	1395	0	ENST00000679734	1395	+	IFIT2	1	89306028	10.455874748528004	10.455874748528004	13.45399980545044	17.908799993991853	2.4891250024860105	1	48	-8.255112712435862	-6.609495119356057	NaN	NaN	0.007756579440626267	1	456	-1.2899527571341964	-1.2899527571341964	-30.495199584960936	27.836000299453737	0.5093704512938801	1347	10:89305980-89306028	[89305980]	[89306028]	[89285012, 89292288, 89305961]	[89285264, 89292473, 89305980]	[89306028]	[89307375]
10	89305980	89307375	ENST00000679755	1395	+	89305980	89307375	0	1	1395	0	ENST00000679755	1395	+	IFIT2	1	89306028	10.455874748528004	10.455874748528004	13.45399980545044	17.908799993991853	2.4891250024860105	1	48	-25.175519691677543	-21.427377759002326	-24.643200222651164	-18.775799584388732	0.1589685087128887	3	127	-1.2899527571341964	-1.2899527571341964	-30.495199584960936	27.836000299453737	0.5093704512938801	1347	10:89305980-89306028	[89305980]	[89306028]	[89302045, 89305936]	[89302128, 89305980]	[89306028]	[89307375]
10	104275257	104299284	ENST00000369707	666	+	104275257	104299284	0	5	77,223,102,107,157	0,2636,4112,22320,23870	ENST00000369707	24027	+	GSTO2	1	104275275	10.88016668955485	10.88016668955485	11.151600074768066		4.036111139588886	1	18	-6.6211874932050705	-6.6211874932050705	-28.201200103759767	23.289400362968443	0.6548229255713522	1	96	12.29916514898363	12.29916514898363	12.951200103759765	36.92969989776611	3.950098782002762	648	10:104275257-104275275	[104275257]	[104275275]	[104275161]	[104275257]	[104275275, 104277893, 104279369, 104297577, 104299127]	[104275334, 104278116, 104279471, 104297684, 104299284]
10	133380063	133389065	ENST00000670407	732	+	133380063	133389065	0	3	422,200,110	0,1396,8892	ENST00000670407	9002	+	ENSG00000254536	1	133380204	12.2308722125723	12.2308722125723	20.19140019416809	22.61150007247925	2.901765961147158	1	141	-21.752680878055855	19.620723308400905	-19.902800172567368	-17.54269981086254	4.918340440443221	2	47	-9.11030284634298	-9.11030284634298	6.588999843597412	36.84770002365112	2.8099627718219122	591	10:133380063-133380204	[133380063]	[133380204]	[133380016]	[133380063]	[133380204, 133381459, 133388955]	[133380485, 133381659, 133389065]
10	133380063	133391455	ENST00000468317	1290	+	133380063	133391455	0	6	422,200,253,113,158,144	0,1396,3896,8892,9526,11248	ENST00000468317	11392	+	ENSG00000254536	1	133380204	12.2308722125723	12.2308722125723	20.19140019416809	22.61150007247925	2.901765961147158	1	141	-18.78852628171444	17.14071061736659	-23.323999971151352	-19.163499829173087	4.931473697094541	2	38	-10.840363734968337	-10.840363734968337	6.588999843597412	36.84770002365112	2.898040033981761	1149	10:133380063-133380204	[133380063]	[133380204]	[133380025]	[133380063]	[133380204, 133381459, 133383959, 133388955, 133389589, 133391311]	[133380485, 133381659, 133384212, 133389068, 133389747, 133391455]
10	3138030	3165462	ENST00000380994	2631	-	3138030	3165462	0	23	94,103,146,126,113,75,121,101,166,77,121,133,117,139,135,97,114,129,89,127,161,97,50	0,204,873,2656,5358,6261,7565,9119,9541,9956,10140,11590,13216,17560,18899,19404,20009,20883,21817,22173,25694,27207,27382	ENST00000380994	27432	-	PITRM1	1	3165252	29.6492961091055	29.6492961091055	28.504399967193603	36.53310041427612	5.283126791807967	3	71	-29.86899272591165	4.096344638218	-33.66099993387858	-7.466566655039787	2.7231213666517875	2	412	-14.09930128019069	-12.17712245378293	-7.804800224304199	42.807999801635745	3.327839539244714	2499	10:3138030-3165252	[3165412]	[3165483]	[3165252, 3165412, 3166228, 3166977, 3172716]	[3165334, 3165412, 3166380, 3167042, 3172829]	[3138030, 3138234, 3138903, 3140686, 3143388, 3144291, 3145595, 3147149, 3147571, 3147986, 3148170, 3149620, 3151246, 3155590, 3156929, 3157434, 3158039, 3158913, 3159847, 3160203, 3163724, 3165237]	[3138124, 3138337, 3139049, 3140812, 3143501, 3144366, 3145716, 3147250, 3147737, 3148063, 3148291, 3149753, 3151363, 3155729, 3157064, 3157531, 3158153, 3159042, 3159936, 3160330, 3163885, 3165252]
10	133279765	133308852	ENST00000417178	2589	-	133279765	133308852	0	17	136,164,120,144,121,129,173,181,181,146,190,200,208,160,177,129,30	0,1507,2457,3312,4116,5319,5690,8363,9074,10058,12733,13273,13796,18186,19661,20219,29057	ENST00000417178	29087	-	TUBGCP2	1	133299492	12.427308012504835	12.427308012504835	18.39619998931885	34.18289966583252	3.072400009637145	3	185	-27.90399989807928	21.223107946885598	-24.213532956441245	-10.66750039756298	2.0182792834165664	1	111	-11.714860720748709	-5.94697284576559	-39.449066905180615	38.16909980773926	4.6015830236733475	2319	10:133279765-133299492	[133299984, 133308822]	[133300113, 133308878]	[133299492, 133308822]	[133299603, 133308822]	[133279765, 133281272, 133282222, 133283077, 133283881, 133285084, 133285455, 133288128, 133288839, 133289823, 133292498, 133293038, 133293561, 133297951, 133299426]	[133279901, 133281436, 133282342, 133283221, 133284002, 133285213, 133285628, 133288309, 133289020, 133289969, 133292688, 133293238, 133293769, 133298111, 133299492]
11	3797979	3825458	ENST00000464441	372	+	3797979	3825458	0	5	3,22,107,109,131	0,10314,26290,27040,27348	ENST00000464441	27479	+	PGAP2	1	3824319	11.154840132395426	11.154840132395426	1.0352001667022706	25.589400255680083	4.201933357759068	1	75	-3.64724999666214	-3.64724999666214			3.817125041037798	2	8	-11.946148111111789	-0.14462282822188305	13.647199535369873	15.564399898052216	6.542131376728691	297	11:3797979-3824319	[3797979, 3808293, 3824269]	[3797982, 3808315, 3824319]	[3797971, 3824269]	[3797979, 3824269]	[3824319, 3825019, 3825327]	[3824376, 3825128, 3825458]
11	8684049	8685806	ENST00000524496	336	+	8684049	8685806	0	3	32,175,129	0,668,1628	ENST00000524496	1757	+	RPL27A	1	8684745	17.42733335494995	17.42733335494995	16.80039987564087	19.22436695098877	6.753483286499977	1	60	-18.120094128735158	-4.126801056097884	-7.476400375366211	-2.857100176811218	4.523775293909699	3	181	2.7269057981345965	2.7269057981345965	16.409199810028078	27.895600032806396	6.258742766522303	276	11:8684049-8684745	[8684049, 8684717]	[8684081, 8684745]	[8682788, 8683201, 8683960, 8684717]	[8682816, 8683265, 8684049, 8684717]	[8684745, 8685677]	[8684892, 8685806]
11	46645347	46672332	ENST00000530500	1365	+	46645347	46672332	0	14	72,120,47,141,41,97,99,94,137,115,78,117,129,78	0,522,3789,4829,10885,11747,12176,14044,20035,22425,23151,23446,24056,26907	ENST00000530500	26985	+	ATG13	1	46645956	23.198999910984398	23.198999910984398	9.087000131607056	33.07759952545166	6.46289934197429	1	159	-17.939332467534246	-17.939332467534246	5.627666759490967	-1.7133000515401364	2.182997044101247	3	337	-7.290227931394407	-4.890301014801756	17.775	31.35109977722168	5.919980085878745	1206	11:46645347-46645956	[46645347, 46645869]	[46645419, 46645956]	[46617562, 46645338, 46645869]	[46617890, 46645347, 46645869]	[46645956, 46649136, 46650176, 46656232, 46657094, 46657523, 46659391, 46665382, 46667772, 46668498, 46668793, 46669403, 46672254]	[46645989, 46649183, 46650317, 46656273, 46657191, 46657622, 46659485, 46665519, 46667887, 46668576, 46668910, 46669532, 46672332]
