chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	translated_frame_score	translated_max_score	translated_phylop	translated_window_max	untranslated_frame_score	untranslated_max_score	untranslated_phylop	untranslated_window_max	translated_length	untranslated_length	intron_start	intron_end	frame	translated_coords	intron_coords
1	224114396	224114591	ENST00000366862_1	195	+	224114396	224114591	0	1	195	0	ENST00000366862	195	-22.557261599714938	-11.702471877061404	0.35149743396203775	-10.22920036315918	-19.497879727662966	-19.092281053504653	-0.031345835740937564	10.777000427246094	195	15880	224114396	224130471	3	1:224114396-224114591	1:224114396-224130471
1	224356993	224357041	ENST00000465271_1	48	+	224356993	224357041	0	1	48	0	ENST00000465271	48	-12.646812453866005	-12.646812453866005	1.6326666772850633	-9.177399979531765	-20.251326078282432	-18.872864825195393	-0.12925855514552426	3.2939999103546143	48	3453	224356993	224360494	2	1:224356993-224357041	1:224356993-224360494
1	225778012	225778120	ENST00000304786_1	108	+	225778012	225778120	0	1	108	0	ENST00000304786	108	-28.81766684808665	-11.952814856061229	-0.22730555313777318	-20.384699784219265	-17.686010893958013	-17.536521471965468	-0.21192359116887427	4.230999946594238	108	5179	225778012	225783299	2	1:225778012-225778120	1:225778012-225783299
1	229271372	229271561	ENST00000366690_1	189	+	229271372	229271561	0	1	189	0	ENST00000366690	189	-15.196841175594027	-12.230439109028016	-0.4786772466561555	-4.542099916934967	-17.42880056671338	-17.174480855194997	-0.2905431789662171	4.067000071207683	189	14926	229271370	229286485	3	1:229271372-229271561	1:229271370-229286485
1	240093726	240093939	ENST00000319653_1	213	+	240093726	240093939	0	1	213	0	ENST00000319653	213	-22.70884510748823	-21.254423880009423	-0.21221127164738138	-12.477400106191634	-19.75309175161038	-19.75309175161038	-0.14836227717788147	11.22599983215332	213	29241	240093724	240123178	1	1:240093726-240093939	1:240093724-240123178
1	243256242	243256290	ENST00000366541_1	48	+	243256242	243256290	0	1	48	0	ENST00000366541	48	-15.094375021755695	-11.960125083724657	1.7822916761506349	-12.638699960708617	-23.91670716316895	-23.35985305518634	0.1094756287747133	10.185999870300293	48	13816	243256240	243270104	1	1:243256242-243256290	1:243256240-243270104
1	244653355	244653493	ENST00000302550_1	138	+	244653355	244653493	0	1	138	0	ENST00000302550	138	-12.127086881710136	-5.508956417441368	0.9279781131406933	-0.2815999448299408	-18.566846334102884	-18.46979986290221	-0.048701723320444076	10.378999710083008	138	33103	244653355	244686596	2	1:244653355-244653493	1:244653355-244686596
1	1324350	1324578	ENST00000435064_1	228	-	1324350	1324578	0	1	228	0	ENST00000435064	228	-11.173560007711252	-9.375155545108848	-0.8624956105843905	-4.267299941182136	-8.11486830597486	-8.11486830597486	-0.6446507026799932	1.5997998476028443	228	1065	1323287	1324580	1	1:1324350-1324578	1:1323287-1324580
1	6235479	6235716	ENST00000343813_1	237	-	6235479	6235716	0	1	237	0	ENST00000343813	237	-12.667101214203653	-12.667101214203653	0.05224050736626539	-3.070800256729126	-19.971677247516	-19.971677247516	-0.1286594069733441	-2.7713997840881346	237	505	6234974	6235716	1	1:6235479-6235716	1:6234974-6235716
1	19209888	19210071	ENST00000375254_1	183	-	19209888	19210071	0	1	183	0	ENST00000375254	183	-23.782786713271843	-22.41476107761264	0.69787979075848	1.9966000080108643	-21.33967262272825	-20.623278716184842	0.10721469515125139	10.47599983215332	183	8074	19201815	19210072	1	1:19209888-19210071	1:19201815-19210072
1	23825184	23825355	ENST00000374490_1	171	-	23825184	23825355	0	1	171	0	ENST00000374490	171	-19.781877308168955	-19.781877308168955	0.39507017775550374	-7.306999897956848	-20.308218497311742	-20.308218497311742	-0.22565739697867898	1.7675000131130219	171	4591	23820593	23825355	1	1:23825184-23825355	1:23820593-23825355
1	25232359	25232443	ENST00000236273_1	84	-	25232359	25232443	0	1	84	0	ENST00000236273	84	-38.48723796080975	-28.50407133783613	-0.28930952882261146	-27.702200365066528	-21.77118922447836	-21.77118922447836	-0.23641216518307054	-11.634999996423721	84	148	25232211	25232443	2	1:25232359-25232443	1:25232211-25232443
1	31296484	31296610	ENST00000263694_1	126	-	31296484	31296610	0	1	126	0	ENST00000263694	126	-25.97271440296419	-24.793698282705414	0.4751825399266275	-16.20150030851364	-19.501331768968637	-19.381387470188976	-0.2574883557757727	5.76200008392334	126	3136	31293348	31296610	2	1:31296484-31296610	1:31293348-31296610
1	32817148	32817187	ENST00000373477_1	39	-	32817148	32817187	0	1	39	0	ENST00000373477	39	-28.51946138112973	-19.908948494837833	1.3397948670272644	-30.08036669095357	-16.3838802937245	-16.3838802937245	-0.00594898997309734	5.807499885559082	39	6091	32811057	32817187	2	1:32817148-32817187	1:32811057-32817187
1	36149318	36149336	ENST00000373166_1	18	-	36149318	36149336	0	1	18	0	ENST00000373166	18	-25.78811110390557	-10.818111154768202	3.219333371768395		-17.645185929959066	-17.037636411063865	-0.08781223621191704	6.894000053405762	18	9152	36140166	36149336	3	1:36149318-36149336	1:36140166-36149336
1	43389665	43389758	ENST00000372457_1	93	-	43389665	43389758	0	1	93	0	ENST00000372457	93	-41.348065087872165	-25.620161371846354	-0.2889892508135608	-32.12409963607788	-26.824955487881297	-26.296035640233814	0.29973214031397455	-5.945699906349182	93	1237	43388428	43389758	3	1:43389665-43389758	1:43388428-43389758
1	45205531	45205753	ENST00000359600_1	222	-	45205531	45205753	0	1	222	0	ENST00000359600	222	-13.460450297674617	-13.460450297674617	2.015545038888147	-4.054799866676331	-14.054105140230279	-14.054105140230279	0.2618477076818131	11.64799976348877	222	117296	45088237	45205755	2	1:45205531-45205753	1:45088237-45205755
1	51518913	51519198	ENST00000371733_1	285	-	51518913	51519198	0	1	285	0	ENST00000371733	285	-9.694112426276957	-9.555943786428216	0.6329928291402424	4.216249838471413	-15.359976227310435	-15.319315630291173	0.26417762745156453	11.930999755859375	285	37599	51481314	51519198	1	1:51518913-51519198	1:51481314-51519198
1	53220485	53220569	ENST00000294360_1	84	-	53220485	53220569	0	1	84	0	ENST00000294360	84	-28.944785929861524	-27.013892731496266	-0.38463095327772734	-16.329400181770325	-19.86769768295362	-18.37268171527169	-0.08730469115107553	-4.195800095796585	84	141	53220344	53220569	3	1:53220485-53220569	1:53220344-53220569
1	53838012	53838204	ENST00000371429_1	192	-	53838012	53838204	0	1	192	0	ENST00000371429	192	-26.058718632761156	-26.058718632761156	-0.7304687419139858	-5.644700026512146	-22.545508414493785	-21.49130134635691	0.07862165586976763	2.4800000190734863	192	2392	53835620	53838204	1	1:53838012-53838204	1:53835620-53838204
1	54052906	54052999	ENST00000234831_1	93	-	54052906	54052999	0	1	93	0	ENST00000234831	93	-24.028860284436135	-12.52018291415066	0.9435161243453222	-14.057333676020304	-21.41841050171939	-20.5072998765608	0.38566899039131086	-1.6578000068664551	93	5534	54047372	54052999	2	1:54052906-54052999	1:54047372-54052999
1	67429748	67429985	ENST00000361219_1	237	-	67429748	67429985	0	1	237	0	ENST00000361219	237	-16.21612247378263	-14.310751080827371	0.5789071711856982	7.38639988899231	-24.612210595441315	-24.386555878122344	0.2818326121272753	1.5135998845100402	237	3465	67426285	67429987	3	1:67429748-67429985	1:67426285-67429987
1	70353964	70353976	ENST00000370944_1	12	-	70353964	70353976	0	1	12	0	ENST00000370944	12	-7.262583136558533	-2.0208332339922586	2.1566666541815116		-17.076121547904354	-17.076121547904354	0.11888358669803104	12.218999862670898	12	17867	70336099	70353978	2	1:70353964-70353976	1:70336099-70353978
1	77978830	77978884	ENST00000370768_1	54	-	77978830	77978884	0	1	54	0	ENST00000370768	54	-11.63100004196167	-11.63100004196167	2.071555550727579	-5.142900109291077	-17.742482600288902	-17.742482600288902	0.04509795504526255	5.709000110626221	54	8815	77970015	77978884	2	1:77978830-77978884	1:77970015-77978884
1	85200117	85200249	ENST00000341460_1	132	-	85200117	85200249	0	1	132	0	ENST00000341460	132	-21.559181664477695	-21.559181664477695	0.06200000637380237	-9.853799933195114	-21.550042920286092	-21.550042920286092	0.4887430358790432	3.697999954223633	132	9367	85190752	85200251	1	1:85200117-85200249	1:85190752-85200251
1	93878854	93879076	ENST00000436063_1	222	-	93878854	93879076	0	1	222	0	ENST00000436063	222	-31.541608267807746	-24.90816676455575	-0.7171126068401914	-9.23959994316101	-23.19691077034671	-23.19691077034671	-0.2831540024383352	-3.4100000262260437	222	992	93877862	93879076	2	1:93878854-93879076	1:93877862-93879076
1	93908836	93909037	ENST00000370238_1	201	-	93908836	93909037	0	1	201	0	ENST00000370238	201	-15.304656748006593	-13.946975108773554	-0.06401492315877359	-4.667799917856852	-24.282409465402058	-23.378944467616513	0.31252870039031483	0.2889999917575291	201	4248	93904588	93909037	2	1:93908836-93909037	1:93904588-93909037
1	94541378	94541534	ENST00000334047_1	156	-	94541378	94541534	0	1	156	0	ENST00000334047	156	-29.43162836554723	-21.875230917563805	-0.41873026079893433	-10.242733180522919	-30.552114586760908	-30.046362053900957	-0.03221442474497725	-8.53330000936985	156	1012	94540368	94541536	3	1:94541378-94541534	1:94540368-94541536
1	94926606	94926837	ENST00000370206_1	231	-	94926606	94926837	0	1	231	0	ENST00000370206	231	-19.989636514299587	-16.00761031053025	0.23983116784572472	-4.172300016880035	-22.028965679624022	-21.9385133155095	-0.1754776863916576	2.5029999911785126	231	23082	94903524	94926837	1	1:94926606-94926837	1:94903524-94926837
1	109426102	109426300	ENST00000271308_1	198	-	109426102	109426300	0	1	198	0	ENST00000271308	198	-20.511262558927438	-20.511262558927438	1.2719494993892508	0.939199960231781	-23.023272317022876	-22.81317744935331	0.2758577608640235	4.360499739646912	198	4177	109421926	109426301	2	1:109426102-109426300	1:109421926-109426301
1	120176210	120176306	ENST00000578049_1	96	-	120176210	120176306	0	1	96	0	ENST00000578049	96	-20.88613551412709	-20.88613551412709	0.02749999538840105	-5.265700063854456	-21.69635470922011	-21.6627588675608	0.37661638104402617	4.122999906539917	96	7261	120168949	120176306	3	1:120176210-120176306	1:120168949-120176306
1	151909218	151909359	ENST00000368814_1	141	-	151909218	151909359	0	1	141	0	ENST00000368814	141	-15.04834037892362	-14.716382920742035	-1.3041560264396752	-3.6218000531196592	-18.622807083567164	-17.97697136875389	0.07023573873896448	6.906000137329102	141	14024	151895194	151909359	1	1:151909218-151909359	1:151895194-151909359
1	154220155	154220341	ENST00000368521_1	186	-	154220155	154220341	0	1	186	0	ENST00000368521	186	-22.940903392049574	-18.342344105243683	0.5514011008583091	-8.946400061249733	-16.269604772091014	-16.269604772091014	-0.3530938494639762	19.427399778366087	186	5581	154214574	154220341	2	1:154220155-154220341	1:154214574-154220341
1	155173185	155173218	ENST00000295682_1	33	-	155173185	155173218	0	1	33	0	ENST00000295682	33	-24.100000273097645	-14.588818513985837	0.13872725821354173	-22.821900248527527	-27.319918800208526	-23.398942424710523	0.2181016934356826	-8.625599980354309	33	295	155172892	155173220	1	1:155173185-155173218	1:155172892-155173220
1	156337929	156338151	ENST00000295688_1	222	-	156337929	156338151	0	1	222	0	ENST00000295688	222	-27.151175758323156	-27.151175758323156	0.2850090564603652	-18.555499935150145	-22.771467953724397	-22.59140328199144	-0.22836844663304515	1.9233998775482177	222	2043	156335888	156338153	1	1:156337929-156338151	1:156335888-156338153
1	165698279	165698375	ENST00000354775_1	96	-	165698279	165698375	0	1	96	0	ENST00000354775	96	-15.907801913718382	-13.985166487594446	-0.5526458301465027	-3.4141000330448152	-16.903220088169043	-15.683525142772755	-0.44215269849225725	5.205999970436096	96	2884	165695397	165698377	3	1:165698279-165698375	1:165695397-165698377
1	165768652	165768679	ENST00000367881_1	27	-	165768652	165768679	0	1	27	0	ENST00000367881	27	-27.557740847269695	-16.86770423253377	0.27225926347697776		-30.070080567180337	-25.48141828730896	-0.13273766017428223	-7.870199847221374	27	385	165768269	165768681	2	1:165768652-165768679	1:165768269-165768681
1	169485448	169485562	ENST00000236137_1	114	-	169485448	169485562	0	1	114	0	ENST00000236137	114	-27.053579112939666	-16.20271060811846	-0.8941754364947739	-19.91100013256073	-21.160509323347274	-20.96240377423508	0.008107194271034547	3.7639999389648438	114	7691	169477757	169485562	2	1:169485448-169485562	1:169477757-169485562
1	183635392	183635515	ENST00000359856_1	123	-	183635392	183635515	0	1	123	0	ENST00000359856	123	-14.420114218665843	-12.592658055063925	0.3321057004793509	-1.9987000569701194	-22.078264022512094	-22.078264022512094	0.687656635838224	0.30520001649856565	123	2230	183633163	183635516	2	1:183635392-183635515	1:183633163-183635516
1	193105145	193105262	ENST00000367439_1	117	-	193105145	193105262	0	1	117	0	ENST00000367439	117	-20.536410081080902	-20.536410081080902	-0.38618803228068554	-5.953400135040283	-18.850900254376274	-18.850900254376274	-0.07569286187252214	-0.32100000977516174	117	3942	193101204	193105263	3	1:193105145-193105262	1:193101204-193105263
1	205321148	205321397	ENST00000367157_1	249	-	205321148	205321397	0	1	249	0	ENST00000367157	249	-19.393573298929184	-17.892426680773497	-0.23487550621369788	-2.512900012731552	-23.18632164021748	-22.693895449382428	0.3403006513000203	3.0100000500679016	249	9323	205311825	205321397	3	1:205321148-205321397	1:205311825-205321397
1	205749691	205749955	ENST00000367142_1	264	-	205749691	205749955	0	1	264	0	ENST00000367142	264	-9.335696956142783	-8.0107802604184	1.7028181796971087	0.22490005493164061	-17.119315376842135	-16.861495074127344	0.06430448491321127	9.859333197275797	264	20071	205729621	205749956	2	1:205749691-205749955	1:205729621-205749956
1	212791364	212791529	ENST00000366977_1	165	-	212791364	212791529	0	1	165	0	ENST00000366977	165	-21.007563787247197	-20.82739991491491	-0.5240545461518746	-10.952666682004928	-16.633699546111757	-16.633699546111757	-0.002270697709232175	2.2760000228881836	165	3727	212787637	212791529	3	1:212791364-212791529	1:212787637-212791529
1	220272076	220272220	ENST00000358951_1	144	-	220272076	220272220	0	1	144	0	ENST00000358951	144	-11.634701462798855	-11.634701462798855	-0.3862013861976771	-0.9270001888275147	-16.370478756816752	-16.370478756816752	0.11727451264366782	11.321999549865723	144	39215	220232863	220272222	2	1:220272076-220272220	1:220232863-220272222
1	227734937	227735009	ENST00000620518_1	72	-	227734937	227735009	0	1	72	0	ENST00000620518	72	-12.55237513449457	-12.55237513449457	-0.8171944435000316	-8.884000182151794	-17.779877880482168	-13.113959355567529	-0.09646296091657994	-7.116399854421616	72	123	227734816	227735011	3	1:227734937-227735009	1:227734816-227735011
1	228405937	228406153	ENST00000284551_1	216	-	228405937	228406153	0	1	216	0	ENST00000284551	216	-13.67229180226827	-12.92243055647446	-1.0947499976205615	-6.333099985122681	-12.461758309320768	-12.461758309320768	-0.6081488457888908	2.574714388166155	216	3776	228402161	228406153	2	1:228405937-228406153	1:228402161-228406153
1	230978329	230978557	ENST00000366661_1	228	-	230978329	230978557	0	1	228	0	ENST00000366661	228	-13.091840020443003	-10.857548244003402	0.2319780699153055	-3.723599973320961	-16.264026497603986	-16.264026497603986	-0.2001671454235854	6.443999767303467	228	17028	230961303	230978559	2	1:230978329-230978557	1:230961303-230978559
1	234608264	234608444	ENST00000366609_1	180	-	234608264	234608444	0	1	180	0	ENST00000366609	180	-12.906094394293095	-11.107350073258083	2.2521611113101243	4.541399971644084	-27.997265365799556	-26.39302184080012	0.4520705619664328	-6.872700023651123	180	414	234607852	234608446	3	1:234608264-234608444	1:234607852-234608446
1	235128367	235128592	ENST00000366607_1	225	-	235128367	235128592	0	1	225	0	ENST00000366607	225	-16.657653284188775	-16.035774858953715	-0.44587111295407844	-2.3091000337153673	-17.737051360519953	-16.651084393028036	-0.2180543454798349	5.615250051021576	225	5997	235122372	235128594	2	1:235128367-235128592	1:235122372-235128594
1	244451526	244451634	ENST00000366535_1	108	-	244451526	244451634	0	1	108	0	ENST00000366535	108	-10.72686107415292	-5.530907401884043	0.27134259920394804	-2.3593999311327933	-21.957453776132013	-21.947926975916594	0.1565699601973889	3.927000045776367	108	13758	244437768	244451634	1	1:244451526-244451634	1:244437768-244451634
10	4826363	4826396	ENST00000298375_1	33	+	4826363	4826396	0	1	33	0	ENST00000298375	33	-9.39527276429263	-4.116424271554658	-0.5469091045529102	-10.483200037479401	-13.219344189258685	-12.700251783149808	-0.36217936702129394	3.5850000381469727	33	4278	4826363	4830674	3	10:4826363-4826396	10:4826363-4830674
10	14878921	14879092	ENST00000354919_1	171	+	14878921	14879092	0	1	171	0	ENST00000354919	171	-13.546684055997614	-9.72991238299169	0.60978947466577	-4.636700081825256	-24.33004118969563	-24.33004118969563	0.5591633261606714	3.3936663468678794	171	2409	14878919	14881499	2	10:14878921-14879092	10:14878919-14881499
