chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_right	gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_proportion_positive	translated_probability_space	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_proportion_positive	untranslated_probability_space	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_proportion_positive	cds_probability_space	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
1	26921812	26921848	ENST00000321265	36	+	26921812	26921848	0	1	36	0	ENST00000321265	36	+	NUDC		26921848	-23.571083066364128	0.16666666666666666	-inf	-23.571083066364128	-23.89259952902794	-21.59229974448681	0.9344722110674613		36	-26.756300181150436	0.17142857142857143	-inf	-26.756300181150436	-16.287600219249725	-21.086800235509873	0.8556428522636582		70									1:26921812-26921848	[26921812]	[26921848]	[26921742]	[26921812]	[]	[]
1	27959994	27960069	ENST00000373884	75	+	27959994	27960069	0	1	75	0	ENST00000373884	75	+	XKR8		27960069	-15.5852001619339	0.36	-inf	-15.5852001619339	-8.24419994354248	-10.415700149536132	-0.16591999782870212		75	-21.47845512357625	0.3181818181818182	-472.5260127186775	-21.47845512357625	-28.393600749969483		0.5148636346513574		22									1:27959994-27960069	[27959994]	[27960069]	[27959972]	[27959994]	[]	[]
1	28369821	28407447	ENST00000373839	42	+	28369821	28407447	0	2	4,38	0,37588	ENST00000373839	37626	+	PHACTR4		28407447	-26.838119223004295	0.21428571428571427	-inf	-26.838119223004295	-16.47100003560384	-32.077800273895264	1.5533809573611332		42	-3.951268294962441	0.43902439024390244	-324.00400018692017	-3.951268294962441	-4.135599517822266	0.5433996200561524	2.8518170745952465		82									1:28369821-28407447	[28369821, 28407409]	[28369825, 28407447]	[28369739]	[28369821]	[]	[]
1	28914622	28987437	ENST00000343067	153	+	28914622	28987437	0	2	146,7	0,72808	ENST00000343067	72815	+	EPB41		28987437	-10.86050002006814	0.3333333333333333	NaN	-10.86050002006814	-9.207800030708313	0.45488880585051245	2.4563856176496333		153	-8.636777776810858	0.5	-466.38599994778633	-8.636777776810858	-13.943799781799317	0.8904998958110809	3.7177692388112726		54									1:28914622-28987437	[28914622, 28987430]	[28914768, 28987437]	[28914568]	[28914622]	[]	[]
1	32013914	32013995	ENST00000327300	81	+	32013914	32013995	0	1	81	0	ENST00000327300	81	+	KHDRBS1		32013995	-9.308703755890882	0.37037037037037035	-inf	-9.308703755890882	-14.171199417114257	-1.4051999151706696	1.6492592386935871		81	-11.02468072607162	0.2553191489361702	-518.1599941253662	-11.02468072607162	-4.604999828338623	-2.3582998275756837	0.8187021181740343		47									1:32013914-32013995	[32013914]	[32013995]	[32013867]	[32013914]	[]	[]
1	32200672	32201935	ENST00000373602	60	+	32200672	32201935	0	2	37,23	0,1240	ENST00000373602	1263	+	CCDC28B		32201935	-25.261616530021033	0.05	-inf	-25.261616530021033	-45.49919967651367	-12.819866542021433	1.0235833335667848		60	-21.123153753005543	0.23076923076923078	-inf	-21.123153753005543	-12.436399984359742	-5.608700132369995	1.7149102410991104		78									1:32200672-32201935	[32200672, 32201912]	[32200709, 32201935]	[32200594]	[32200672]	[]	[]
1	32247349	32247421	ENST00000373582	72	+	32247349	32247421	0	1	72	0	ENST00000373582	72	+	FAM167B		32247421	-21.986833214759827	0.125	-inf	-21.986833214759827	-14.92079963684082	-15.682100105285645	0.19452777670489418		72	-25.56749229039997	0.09375	-inf	-25.56749229039997	-18.33920030593872	-17.23970012664795	0.3394359001475904		128									1:32247349-32247421	[32247349]	[32247421]	[32247221]	[32247349]	[]	[]
1	32825392	32826099	ENST00000373475	39	+	32825392	32826099	0	2	37,2	0,705	ENST00000373475	707	+	S100PBP		32826099	-16.92569232903994	0.07692307692307693	-660.1020008325577	-16.92569232903994	-15.289600110054016	-13.055600035190583	3.9948205129983716		39	-7.250247879924937	0.28205128205128205	-inf	-7.250247879924937	-11.513799840211869	-3.4613000631332396	4.9587350313225365		117									1:32825392-32826099	[32825392, 32826097]	[32825429, 32826099]	[32817652, 32825312]	[32817689, 32825392]	[]	[]
1	39026356	39028724	ENST00000372969	48	+	39026356	39028724	0	2	46,2	0,2366	ENST00000372969	2368	+	NDUFS5		39028724	-29.68129191795985	0.125	-inf	-29.68129191795985	-25.877600288391115	-13.82810001373291	-0.35162498949406046		48	-93.76914119720459	0.0	-656.3839883804321	-93.76914119720459			-1.7502857744693756		7									1:39026356-39028724	[39026356, 39028722]	[39026402, 39028724]	[39026349]	[39026356]	[]	[]
1	42380826	42380934	ENST00000431473	108	+	42380826	42380934	0	1	108	0	ENST00000431473	108	+	RIMKLA		42380934	-3.886333336432775	0.4166666666666667	-419.7240003347397	-3.886333336432775	-8.078200149536134	1.489199948310852	1.1897592553523955		108	-3.759314272233418	0.5142857142857142	-131.57599952816963	-3.759314272233418	-3.206399995088577	-2.1609999746084214	3.3001714310475756		35									1:42380826-42380934	[42380826]	[42380934]	[42380791]	[42380826]	[]	[]
1	42682469	42682565	ENST00000321358	96	+	42682469	42682565	0	1	96	0	ENST00000321358	96	+	YBX1		42682565	-2.385000042617321	0.5	-228.96000409126282	-2.385000042617321	-0.2688001155853271	1.9464998483657836	7.157916662981734		96	1.8883461212882628	0.6346153846153846	98.19399830698967	1.8883461212882628	-2.1154000103473662	5.084799963235855	8.756192399905277		52									1:42682469-42682565	[42682469]	[42682565]	[42682417]	[42682469]	[]	[]
1	43389923	43389968	ENST00000634258	45	+	43389923	43389968	0	1	45	0	ENST00000634258	45	+	SZT2		43389968	-22.34426687558492	0.13333333333333333	-inf	-22.34426687558492	-27.955800247192382	-19.53850018978119	1.7934222191572189		45	-13.38264014661312	0.12	-334.566003665328	-13.38264014661312	-17.781800428032874		3.2359600043296814		25									1:43389923-43389968	[43389923]	[43389968]	[43389898]	[43389923]	[]	[]
1	43974983	43975040	ENST00000472174	57	+	43974983	43975040	0	1	57	0	ENST00000472174	57	+	ATP6V0B		43975040	-9.61289488014422	0.42105263157894735	-547.9350081682205	-9.61289488014422	-15.578200817108154	-2.4834001064300537	1.3201929804329808		57	-5.366124838590622	0.625	-128.78699612617493	-5.366124838590622	-6.696599721908569		3.239458318644514		24									1:43974983-43975040	[43974983]	[43975040]	[43974959]	[43974983]	[]	[]
1	44213582	44213753	ENST00000372289	171	+	44213582	44213753	0	1	171	0	ENST00000372289	171	+	DMAP1		44213753	-18.065070295608358	0.17543859649122806	-inf	-18.065070295608358	-16.84700071811676	-5.8217002034187315	0.6591462038323959		171	-34.79028569161892	0.08035714285714286	-inf	-34.79028569161892	-17.577000093460082	-22.27219989299774	0.07816071656166709		112									1:44213582-44213753	[44213582]	[44213753]	[44213470]	[44213582]	[]	[]
1	47023727	47023817	ENST00000371901	90	+	47023727	47023817	0	1	90	0	ENST00000371901	90	+	CYP4X1		47023817	-37.42230018377304	0.13333333333333333	-inf	-37.42230018377304	-18.78940029144287	-29.92949981689453	-0.9046333401839042		90	-24.38201675475654	0.13559322033898305	-inf	-24.38201675475654	-24.53160024881363	-15.625299501419068	-0.45281355176120996		59									1:47023727-47023817	[47023727]	[47023817]	[47023668]	[47023727]	[]	[]
1	52056350	52059847	ENST00000313334	42	+	52056350	52059847	0	2	29,13	0,3484	ENST00000313334	3497	+	BTF3L4		52059847	-8.40835719165348	0.2857142857142857	-353.1510020494461	-8.40835719165348	-5.506199932098388	-7.8419334133466085	5.018261944254239		42	-4.824446318937199	0.4642857142857143	-270.16899386048317	-4.824446318937199	-1.7357999086380005	-5.248799774050712	4.830749998933503		56									1:52056350-52059847	[52056350, 52059834]	[52056379, 52059847]	[52056294]	[52056350]	[]	[]
1	52726578	52726653	ENST00000294353	75	+	52726578	52726653	0	1	75	0	ENST00000294353	75	+	ZYG11B		52726653	-0.4690799951553345	0.4	-35.180999636650085	-0.4690799951553345	8.311399984359742	1.4407999515533447	3.1929066702723503		75	-11.626230689577568	0.35714285714285715	NaN	-11.626230689577568	-21.137399864196777	4.518428555556706	1.8453888935997846		126									1:52726578-52726653	[52726578]	[52726653]	[52726452]	[52726578]	[]	[]
1	55039633	55039837	ENST00000302118	204	+	55039633	55039837	0	1	204	0	ENST00000302118	204	+	PCSK9		55039837	-15.451000032516626	0.19117647058823528	NaN	-15.451000032516626	-17.28500046133995	-3.401714359010969	-0.9458235283553436		204	-19.44431403903074	0.13953488372093023	-inf	-19.44431403903074	-6.7314001560211185	-10.205300283432006	-0.5836747021860365		86									1:55039633-55039837	[55039633]	[55039837]	[55039547]	[55039633]	[]	[]
1	59297122	59321549	ENST00000303721	42	+	59297122	59321549	0	2	28,14	0,24413	ENST00000303721	24427	+	FGGY		59321549	-26.504571557044983	0.0	-inf	-26.504571557044983	-28.445199966430664	-17.60153345266978	0.14785714955290868		42	-25.222103398421716	0.10344827586206896	-731.4409977105886	-25.222103398421716	-18.41840009689331		-0.27006896264080343		29									1:59297122-59321549	[59297122, 59321535]	[59297150, 59321549]	[59297093]	[59297122]	[]	[]
1	59815021	59815117	ENST00000371208	96	+	59815021	59815117	0	1	96	0	ENST00000371208	96	+	HOOK1		59815117	-11.773343788459897	0.28125	-inf	-11.773343788459897	-26.44280070066452	-3.6590001344680787	1.3256562520206596		96	-5.761712315147871	0.3835616438356164	-420.6049990057945	-5.761712315147871	-1.1449999332427978	1.8970999598503113	1.8030821860397923		73									1:59815021-59815117	[59815021]	[59815117]	[59814948]	[59815021]	[]	[]
1	67685407	67685494	ENST00000370986	87	+	67685407	67685494	0	1	87	0	ENST00000370986	87	+	GADD45A		67685494	-8.264827486769907	0.3448275862068966	-inf	-8.264827486769907	-3.0763999938964846	-2.486399793624878	2.6952988429573077		87	-18.256169148591848	0.2028985507246377	NaN	-18.256169148591848	-3.2290000518163047	-5.1832000613212585	-0.15102898205207563		207									1:67685407-67685494	[67685407]	[67685494]	[67685200]	[67685407]	[]	[]
1	70411298	70411415	ENST00000370938	117	+	70411298	70411415	0	1	117	0	ENST00000370938	117	+	CTH		70411415	-33.88489751326732	0.10256410256410256	-inf	-33.88489751326732	-40.36900072097778	-19.491700077056883	-1.1537777735119383		117	-30.360935541891283	0.0967741935483871	-inf	-30.360935541891283	-30.207799863815307	-29.79553333123525	-3.58125805422183		31									1:70411298-70411415	[70411298]	[70411415]	[70411267]	[70411298]	[]	[]
1	108560146	108560428	ENST00000370035	282	+	108560146	108560428	0	1	282	0	ENST00000370035	282	+	EEIG2		108560428	-0.04674467032260083	0.48936170212765956	-13.181997030973433	-0.04674467032260083	-3.4041998386383057	8.507499891519547	1.5655319119592244		282	3.0564285045024007	0.5106382978723404	NaN	3.0564285045024007	3.7919998288154604	4.488699933490716	0.7367021224679465		47									1:108560146-108560428	[108560146]	[108560428]	[108560099]	[108560146]	[]	[]
1	109984947	109985052	ENST00000369799	105	+	109984947	109985052	0	1	105	0	ENST00000369799	105	+	AHCYL1		109985052	-6.430628609657288	0.42857142857142855	-inf	-6.430628609657288	-18.57680015563965	3.1434998989105223	3.480485700070858		105	-19.606475454556648	0.2786885245901639	-inf	-19.606475454556648	4.419000057131052	5.652400042489171	2.0626721351097026		183									1:109984947-109985052	[109984947]	[109985052]	[109984764]	[109984947]	[]	[]
1	115976564	115976627	ENST00000369503	63	+	115976564	115976627	0	1	63	0	ENST00000369503	63	+	SLC22A15		115976627	-8.581666756243933	0.2857142857142857	-540.6450056433678	-8.581666756243933	-0.7637999534606934	-1.3355999261140823	-0.1173650777588288		63	-12.819461698715504	0.1346153846153846	-666.6120083332062	-12.819461698715504	-22.25660057067871	-7.371999955177307	-0.9693076971654171		52									1:115976564-115976627	[115976564]	[115976627]	[115976512]	[115976564]	[]	[]
1	117001772	117001817	ENST00000682167	45	+	117001772	117001817	0	1	45	0	ENST00000682167	45	+	CD101		117001817	-12.124857170241219	0.3333333333333333	NaN	-12.124857170241219	-14.65260009765625	-7.408666557735867	0.27404444813728335		45	-21.05392338679387	0.0	-273.7010040283203	-21.05392338679387			0.8345384491750827		13									1:117001772-117001817	[117001772]	[117001817]	[117001759]	[117001772]	[]	[]
1	148748886	148748952	ENST00000322209	66	+	148748886	148748952	0	1	66	0	ENST00000322209	66	+	NUDT4B		148748952	NaN	0.0	NaN	NaN	NaN	NaN	1.493727282585689		66	NaN	0.0	NaN	NaN	NaN	NaN	0.3364601745146566		113									1:148748886-148748952	[148748886]	[148748952]	[148748773]	[148748886]	[]	[]
1	151156703	151158697	ENST00000368910	51	+	151156703	151158697	0	2	19,32	0,1962	ENST00000368910	1994	+	TNFAIP8L2		151158697	-27.382117680474824	0.0	-inf	-27.382117680474824	-14.889599990844726	-19.623666540781656	0.9351372442701283		51	-13.391854641654275	0.12727272727272726	-735.9420615493818	-13.391854641654275	-13.071000266075135	-6.863400077819824	2.7607090939175		55									1:151156703-151158697	[151156703, 151158665]	[151156722, 151158697]	[151156648]	[151156703]	[]	[]
1	151198954	151198996	ENST00000368888	42	+	151198954	151198996	0	1	42	0	ENST00000368888	42	+	PIP5K1A		151198996	-3.723571321793965	0.42857142857142855	-156.38999551534653	-3.723571321793965	-7.19980001449585	-1.0610998451709748	4.578428562553156		42	-22.148069336455748	0.16377171215880892	-inf	-22.148069336455748	-8.145199918746949	-2.5267999470233917	1.2137990038349147		403									1:151198954-151198996	[151198954]	[151198996]	[151198551]	[151198954]	[]	[]
1	155051341	155051386	ENST00000356955	45	+	155051341	155051386	0	1	45	0	ENST00000356955	45	+	ADAM15		155051386	-11.979933190345765	0.26666666666666666	-539.0969935655594	-11.979933190345765	-14.782399749755859	-8.091299951076508	2.8987777889602713		45	-2.302769612807494	0.46153846153846156	-59.87200993299484	-2.302769612807494	3.6075995445251463		0.5063461463611859		26									1:155051341-155051386	[155051341]	[155051386]	[155051315]	[155051341]	[]	[]
1	155078875	155078941	ENST00000368408	66	+	155078875	155078941	0	1	66	0	ENST00000368408	66	+	EFNA3		155078941	-5.466045484624126	0.3181818181818182	-360.7590019851923	-5.466045484624126	-15.140200006961823	-1.160900031030178	5.90942422283644		66	-4.5749998826247	0.46153846153846156	-178.42499542236328	-4.5749998826247	-6.315799856185913	-3.7855998516082763	3.6277058979167656		39									1:155078875-155078941	[155078875]	[155078941]	[155078836]	[155078875]	[]	[]
1	155127893	155127977	ENST00000368407	84	+	155127893	155127977	0	1	84	0	ENST00000368407	84	+	EFNA1		155127977	-20.89407148225499	0.14285714285714285	-inf	-20.89407148225499	-32.55719985961914	-13.037300172820688	1.1693571506600295		84	-9.983333269755045	0.3333333333333333	-179.69999885559082	-9.983333269755045	-5.381999588012695		1.5533333602878783		18									1:155127893-155127977	[155127893]	[155127977]	[155127875]	[155127893]	[]	[]
1	155859713	155859761	ENST00000368324	48	+	155859713	155859761	0	1	48	0	ENST00000368324	48	+	SYT11		155859761	-13.526874899864197	0.25	-649.2899951934814	-13.526874899864197	-16.091800117492674	-11.339499950408936	2.1744166500866413		48	-15.66440819051801	0.16326530612244897	-inf	-15.66440819051801	-10.084600359201431	-7.335600081086159	2.0631700648235625		147									1:155859713-155859761	[155859713]	[155859761]	[155859566]	[155859713]	[]	[]
1	156729044	156729104	ENST00000368216	60	+	156729044	156729104	0	1	60	0	ENST00000368216	60	+	METTL25B		156729104	-24.586499869823456	0.1	-inf	-24.586499869823456	-20.923400259017946	-14.897999548912049	-0.07781666453617314		60	-13.959427078584364	0.2916666666666667	inf	-13.959427078584364	29.156799936294554	23.65700011253357	0.5641493017176091		576									1:156729044-156729104	[156729044]	[156729104]	[156728468]	[156729044]	[]	[]
1	160115780	160115861	ENST00000361216	81	+	160115780	160115861	0	1	81	0	ENST00000361216	81	+	ATP1A2		160115861	-14.777703647260312	0.3333333333333333	-inf	-14.777703647260312	-9.061199712753297	-4.3040999412536625	2.0652469067739463		81	-6.88300009207292	0.3181818181818182	-151.42600202560425	-6.88300009207292	-8.095800113677978		2.7753181548958477		22									1:160115780-160115861	[160115780]	[160115861]	[160115758]	[160115780]	[]	[]
1	161524625	161524658	ENST00000309758	33	+	161524625	161524658	0	1	33	0	ENST00000309758	33	+	HSPA6		161524658	-12.16463652524081	0.18181818181818182	-401.4330053329468	-12.16463652524081	-14.010600280761718	-12.055700206756592	-1.114454541214262		33	-15.72088378659168	0.2441860465116279	-inf	-15.72088378659168	-17.570000171661377	-4.132299837470055	-1.305906971938215		86									1:161524625-161524658	[161524625]	[161524658]	[161524539]	[161524625]	[]	[]
1	161663187	161663241	ENST00000358671	54	+	161663187	161663241	0	1	54	0	ENST00000358671	54	+	FCGR2B		161663241	-28.969277893503506	0.1111111111111111	-inf	-28.969277893503506	-35.77079935073853	-18.754300418496133	-0.4862222235102241		54	-26.92746696472168	0.13333333333333333	-inf	-26.92746696472168	-23.417799949645996	-25.025500202178954	0.637822221716245		45									1:161663187-161663241	[161663187]	[161663241]	[161663142]	[161663187]	[]	[]
1	165827650	165827833	ENST00000367879	183	+	165827650	165827833	0	1	183	0	ENST00000367879	183	+	UCK2		165827833	-8.77934417501092	0.3114754098360656	-inf	-8.77934417501092	-20.98219950199127	1.84840001873672	1.33834973010718		183	-12.255432418874792	0.16216216216216217	-453.4509994983673	-12.255432418874792	-13.138000226020813	-12.51489999294281	1.9664864952902537		37									1:165827650-165827833	[165827650]	[165827833]	[165827613]	[165827650]	[]	[]
1	170532166	170532223	ENST00000367763	57	+	170532166	170532223	0	1	57	0	ENST00000367763	57	+	GORAB		170532223	-39.41457871700588	0.15789473684210525	-inf	-39.41457871700588	-11.842599678039551	-28.828199726343154	-0.013315770333926929		57	-5.892000198364258	0.0	-5.892000198364258	-5.892000198364258			8.291000366210938		1									1:170532166-170532223	[170532166]	[170532223]	[170532165]	[170532166]	[]	[]
1	170664164	170664218	ENST00000239461	54	+	170664164	170664218	0	1	54	0	ENST00000239461	54	+	PRRX1		170664218	-0.40044452746709186	0.5555555555555556	-21.62400448322296	-0.40044452746709186	1.8591998100280762	3.4885998547077177	8.054629650380877		54	-4.2562058401458405	0.35294117647058826	-144.71099856495857	-4.2562058401458405	-8.73219992518425	-2.6735333134730657	4.626558817484799		34									1:170664164-170664218	[170664164]	[170664218]	[170664130]	[170664164]	[]	[]
1	173477361	173477397	ENST00000340385	36	+	173477361	173477397	0	1	36	0	ENST00000340385	36	+	PRDX6		173477397	-31.84841634829839	0.08333333333333333	-inf	-31.84841634829839	-34.830399703979495	-32.26059973239899	0.2714166664518416		36	-23.646111064487034	0.1111111111111111	-638.4449987411499	-23.646111064487034	-10.934799575805664		-1.6284444184490927		27									1:173477361-173477397	[173477361]	[173477397]	[173477334]	[173477361]	[]	[]
1	173825187	173825229	ENST00000649689	42	+	173825187	173825229	0	1	42	0	ENST00000649689	42	+	DARS2		173825229	-25.93307137489319	0.07142857142857142	-inf	-25.93307137489319	-15.495600032806397	-24.531599950790405	0.21683333860710263		42	-28.8406329037495	0.0970873786407767	-inf	-28.8406329037495	-60.067999839782715	-10.537099883953731	-0.2546893200079811		515									1:173825187-173825229	[173825187]	[173825229]	[173824672]	[173825187]	[]	[]
1	174159549	174219157	ENST00000681986	141	+	174159549	174219157	0	2	108,33	0,59575	ENST00000681986	59608	+	RABGAP1L		174219157	-5.277489357172175	0.3829787234042553	-inf	-5.277489357172175	1.7963997840881347	2.2819000363349913	2.9956595817554397		141	-11.922100064158439	0.1	-357.6630019247532	-11.922100064158439	-11.253799962997437	-11.922100064158439	2.0218666727344194		30									1:174159549-174219157	[174159549, 174219124]	[174159657, 174219157]	[174159519]	[174159549]	[]	[]
1	183023608	183023716	ENST00000258341	108	+	183023608	183023716	0	1	108	0	ENST00000258341	108	+	LAMC1		183023716	-4.532333339667982	0.3055555555555556	-489.4920006841421	-4.532333339667982	-10.548599910736083	2.8237999439239503	1.227805551658902		108	-4.746746099657482	0.3333333333333333	-inf	-4.746746099657482	-1.5382002353668214	0.48949981927871705	1.4269576707076301		189									1:183023608-183023716	[183023608]	[183023716]	[183023419]	[183023608]	[]	[]
1	201888928	201888994	ENST00000362011	66	+	201888928	201888994	0	1	66	0	ENST00000362011	66	+	SHISA4		201888994	-11.846409049901096	0.3181818181818182	-inf	-11.846409049901096	-7.572200012207031	-6.615699934959411	0.8793636309970735		66	-0.9345486779366771	0.41935483870967744	-28.971009016036987	-0.9345486779366771	-12.708200359344483	-0.7799669663111369	1.9140322479389367		31									1:201888928-201888994	[201888928]	[201888994]	[201888897]	[201888928]	[]	[]
1	203475912	203483184	ENST00000343110	42	+	203475912	203483184	0	2	26,16	0,7256	ENST00000343110	7272	+	PRELP		203483184	-12.580452419462658	0.2857142857142857	-528.3790016174316	-12.580452419462658	-10.71939992904663	-12.034900093078614	4.448595252952406		42	-13.385046677054646	0.16822429906542055	-inf	-13.385046677054646	-13.616999912261964	-0.961600124835968	2.394177575882907		107									1:203475912-203483184	[203475912, 203483168]	[203475938, 203483184]	[203475805]	[203475912]	[]	[]
1	204828675	204944315	ENST00000339876	306	+	204828675	204944315	0	3	107,109,90	0,91956,115550	ENST00000339876	115640	+	NFASC		204944315	-15.562317037723618	0.2549019607843137	-inf	-15.562317037723618	7.788799858093261	8.303799809515477	2.4209109714337664		306	-2.703374966979027	0.375	-64.88099920749664	-2.703374966979027	-0.7589999914169312		4.386124982188146		24									1:204828675-204944315	[204828675, 204920631, 204944225]	[204828782, 204920740, 204944315]	[204828651]	[204828675]	[]	[]
1	206097771	206097828	ENST00000331555	57	+	206097771	206097828	0	1	57	0	ENST00000331555	57	+	RHEX		206097828	-22.812210465732374	0.21052631578947367	-inf	-22.812210465732374	-23.30760016441345	-13.793399894237519	-0.4805263091356641		57	-24.60992352779095	0.022727272727272728	NaN	-24.60992352779095	NaN	NaN	-0.2847272699106146		132									1:206097771-206097828	[206097771]	[206097828]	[206053172, 206097732]	[206053265, 206097771]	[]	[]
1	206685052	206685229	ENST00000367103	177	+	206685052	206685229	0	1	177	0	ENST00000367103	177	+	MAPKAPK2		206685229	-2.2112373224759505	0.4406779661016949	-391.38900607824326	-2.2112373224759505	-7.312200045585632	4.688100123405457	3.0589265453571315		177	-5.663473006237197	0.22972972972972974	-inf	-5.663473006237197	1.9879998803138732	-0.6782001256942749	3.017452698855384		148									1:206685052-206685229	[206685052]	[206685229]	[206684904]	[206685052]	[]	[]
