translon_id	chrom	start	end	strand	blockCount	exonic_length	genomic_span	phylop_dataset	flank_size	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	feature_q25	feature_q75	feature_frac_positive	feature_frac_conserved_weak	feature_frac_conserved_strong	feature_frac_negative	feature_frac_depleted	feature_max_conserved_run	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	upstream_q25	upstream_q75	upstream_frac_positive	upstream_frac_conserved_weak	upstream_frac_conserved_strong	upstream_frac_negative	upstream_frac_depleted	upstream_max_conserved_run	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	downstream_q25	downstream_q75	downstream_frac_positive	downstream_frac_conserved_weak	downstream_frac_conserved_strong	downstream_frac_negative	downstream_frac_depleted	downstream_max_conserved_run	n_codons	codon_pos1_mean	codon_pos2_mean	codon_pos3_mean	wobble_depletion_mean	codon_pos1_frac_conserved	codon_pos2_frac_conserved	codon_pos3_frac_conserved	feature_vs_upstream_diff	feature_vs_downstream_diff	flanking_mean	feature_vs_flanking_diff	conservation_specificity	specifically_conserved
c1norep5	chr1	1349127	1349286	-	1	159	159	30way	150	159	0.05198742	0.422	0.7979066	-5.378	0.784	-0.26499998569488525	0.625	0.6163522012578616	0.4339622641509434	0.0	0.3836477987421384	0.18238993710691823	10	150	0.7078733444213867	0.9200000166893005	0.48810774087905884	-1.2940000295639038	1.1770000457763672	0.6974999755620956	1.0199999809265137	0.88	0.7666666666666667	0.0	0.12	0.03333333333333333	56.0	150	0.21970000863075256	0.5989999771118164	0.6124578714370728	-2.3940000534057617	0.8519999980926514	-0.19950000196695328	0.6995000094175339	0.5933333333333334	0.5333333333333333	0.0	0.4066666666666667	0.09333333333333334	13.0	53	0.029528306797146797	0.06296226382255554	0.0634717047214508	-0.01722642034292221	0.0	0.0	0.0	-0.6558859348297119	-0.16771258413791656	0.46378666162490845	-0.41179925203323364	-0.6558859348297119	False
c1riboseqorf7	chr1	1375164	1375296	-	1	132	132	30way	150	132	-0.15103787	-0.0445	0.8277561	-2.994	1.143	-0.5462500154972076	0.2107500061392784	0.5	0.20454545454545456	0.0	0.5	0.25757575757575757	12	150	-0.3015333414077759	-0.12000000476837158	0.900068998336792	-4.007999897003174	1.1019999980926514	-0.6255000084638596	0.06750000268220901	0.38666666666666666	0.18666666666666668	0.0	0.6133333333333333	0.3	4.0	150	-0.09044000506401062	0.0010000000474974513	0.8169129490852356	-2.818000078201294	1.2660000324249268	-0.4910000190138817	0.2749999985098839	0.5	0.24	0.0	0.5	0.25333333333333335	10.0	44	-0.2036818414926529	-0.13713635504245758	-0.11229545623064041	-0.058113642036914825	0.0	0.0	0.0	0.1504954695701599	-0.06059786677360535	-0.19598665833473206	0.04494878649711609	-0.06059786677360535	False
c1norep6	chr1	1399551	1399746	+	1	195	195	30way	150	195	-0.36775386	-0.269	0.8649267	-3.819	1.05	-0.6969999969005585	0.025500000454485416	0.3076923076923077	0.18461538461538463	0.0	0.6820512820512821	0.40512820512820513	4	150	-0.026773331686854362	0.05350000038743019	0.856819748878479	-2.799999952316284	1.222000002861023	-0.4905000105500221	0.9190000295639038	0.5666666666666667	0.28	0.0	0.43333333333333335	0.24	12.0	150	-0.31886664032936096	-0.19550000131130219	0.7798240780830383	-2.740999937057495	0.9819999933242798	-0.689999982714653	-0.014999999664723873	0.23333333333333334	0.19333333333333333	0.0	0.76	0.38666666666666666	2.0	65	-0.33601540327072144	-0.42179998755455017	-0.3454461395740509	-0.033461540937423706	0.0	0.0	0.0	-0.34098052978515625	-0.0488872230052948	-0.17282000184059143	-0.19493386149406433	-0.34098052978515625	False
c1norep7	chr1	1399551	1400290	+	2	267	739	30way	150	267	-0.3369775	-0.299	0.83822984	-3.923	1.05	-0.6959999799728394	0.05550000071525574	0.32209737827715357	0.18726591760299627	0.0	0.6704119850187266	0.3895131086142322	5	150	-0.026773331686854362	0.05350000038743019	0.856819748878479	-2.799999952316284	1.222000002861023	-0.4905000105500221	0.9190000295639038	0.5666666666666667	0.28	0.0	0.43333333333333335	0.24	12.0	150	-0.11130665987730026	-0.0690000057220459	0.7138988971710205	-3.0889999866485596	0.9860000014305115	-0.5187500268220901	0.6820000112056732	0.3333333333333333	0.2733333333333333	0.0	0.6666666666666666	0.26666666666666666	5.0	89	-0.4293370544910431	-0.2906629145145416	-0.2909325957298279	-0.06906738877296448	0.0	0.0	0.0	-0.3102041780948639	-0.22567084431648254	-0.06904000043869019	-0.2679375112056732	-0.3102041780948639	False
c1norep8	chr1	1399633	1400290	+	2	189	657	30way	150	189	-0.3013492	-0.252	0.796187	-3.923	0.986	-0.6660000085830688	0.07999999821186066	0.31746031746031744	0.19576719576719576	0.0	0.6772486772486772	0.3862433862433862	5	150	-0.19473999738693237	-0.019999999552965164	0.89507657289505	-3.819000005722046	1.2109999656677246	-0.6299999803304672	0.21799999475479126	0.48	0.23333333333333334	0.0	0.5133333333333333	0.30666666666666664	12.0	150	-0.11130665987730026	-0.0690000057220459	0.7138988971710205	-3.0889999866485596	0.9860000014305115	-0.5187500268220901	0.6820000112056732	0.3333333333333333	0.2733333333333333	0.0	0.6666666666666666	0.26666666666666666	5.0	63	-0.45192059874534607	-0.23680952191352844	-0.21531745791435242	-0.12904760241508484	0.0	0.0	0.0	-0.10660919547080994	-0.19004252552986145	-0.15302333235740662	-0.1483258605003357	-0.19004252552986145	False
c1norep9	chr1	1399872	1400004	+	1	132	132	30way	150	132	-0.15622728	-0.085999995	0.73959184	-2.542	0.986	-0.5209999829530716	0.0570000009611249	0.32575757575757575	0.24242424242424243	0.0	0.6742424242424242	0.2727272727272727	4	150	-0.33240002393722534	-0.2304999977350235	0.7836784720420837	-2.740999937057495	0.9819999933242798	-0.6810000091791153	-0.014000000432133675	0.24	0.19333333333333333	0.0	0.7533333333333333	0.4	2.0	150	-0.15410664677619934	-0.09350000321865082	0.8321680426597595	-4.236000061035156	0.8889999985694885	-0.45400000363588333	0.5400000214576721	0.34	0.2733333333333333	0.0	0.66	0.23333333333333334	3.0	44	-0.12190907448530197	-0.0905681774020195	-0.2562045454978943	0.14996591955423355	0.0	0.0	0.0	0.17617274820804596	-0.0021206289529800415	-0.24325332045555115	0.08702604472637177	-0.0021206289529800415	False
c1norep10	chr1	1400940	1401126	+	1	186	186	30way	150	186	-0.2961075	-0.14649999	0.9489633	-6.006	0.873	-0.732249990105629	0.4950000047683716	0.2956989247311828	0.24731182795698925	0.0	0.7043010752688172	0.3602150537634409	5	150	-0.20982001721858978	-0.09700000286102295	0.783787727355957	-2.4809999465942383	0.9860000014305115	-0.6077499836683273	0.07375000230967999	0.38666666666666666	0.24	0.0	0.6133333333333333	0.31333333333333335	8.0	150	-0.10134001076221466	-0.10300000011920929	0.7485059499740601	-2.450000047683716	0.7889999747276306	-0.46924999356269836	0.6269999742507935	0.35333333333333333	0.3466666666666667	0.0	0.6466666666666666	0.24666666666666667	6.0	62	-0.12012903392314911	-0.5281127691268921	-0.24008066952228546	-0.08404023945331573	0.0	0.0	0.0	-0.0862874835729599	-0.19476749002933502	-0.15557999908924103	-0.14052750170230865	-0.19476749002933502	False
c1norep11	chr1	1401925	1401991	-	1	66	66	30way	150	66	-0.15587878	-0.2115	0.8939899	-2.411	1.185	-0.7102500200271606	0.6722499877214432	0.4696969696969697	0.25757575757575757	0.0	0.5303030303030303	0.3333333333333333	4	150	-0.12104663997888565	0.07699999958276749	0.8302901983261108	-4.019999980926514	1.184999942779541	-0.4647499993443489	0.4309999942779541	0.54	0.12666666666666668	0.0	0.46	0.22666666666666666	7.0	150	0.11384666711091995	0.09749999642372131	0.8577179908752441	-3.7730000019073486	1.2979999780654907	-0.3062499985098839	1.0160000324249268	0.5933333333333334	0.31333333333333335	0.0	0.4066666666666667	0.2	15.0	22	0.0895908996462822	-0.23518182337284088	-0.3220454454421997	0.24924997985363007	0.0	0.0	0.0	-0.03483214229345322	-0.2697254419326782	-0.0035999934189021587	-0.15227879583835602	-0.2697254419326782	False
c1norep12	chr1	1418509	1418593	-	1	84	84	30way	150	84	0.003821428	0.138	0.5252942	-3.446	0.149	0.13075000047683716	0.14900000393390656	0.9285714285714286	0.0	0.0	0.07142857142857142	0.07142857142857142	23	150	-0.014099998399615288	0.13300000131130219	0.5877423882484436	-3.375	0.14900000393390656	0.12399999797344208	0.14900000393390656	0.9266666666666666	0.0	0.0	0.07333333333333333	0.07333333333333333	34.0	150	-0.022793330252170563	0.13300000131130219	0.5354113578796387	-3.9140000343322754	0.14900000393390656	0.12399999797344208	0.1379999965429306	0.9066666666666666	0.0	0.0	0.09333333333333334	0.09333333333333334	24.0	28	-0.14789286255836487	0.1387142837047577	0.020642859861254692	-0.02523214928805828	0.0	0.0	0.0	0.01792142540216446	0.026614759117364883	-0.01844666711986065	0.02226809412240982	0.01792142540216446	False
c1norep13	chr1	1421024	1421090	-	1	66	66	30way	150	66	-0.00675758	-0.046	0.65777385	-1.472	0.976	-0.5359999909996986	0.7630000114440918	0.42424242424242425	0.3181818181818182	0.0	0.5757575757575758	0.25757575757575757	4	150	0.08793332427740097	-0.028999999165534973	0.680012583732605	-1.8489999771118164	0.9760000109672546	-0.333500012755394	0.7710000276565552	0.4866666666666667	0.3933333333333333	0.0	0.5133333333333333	0.18666666666666668	11.0	150	-0.011806675232946873	-0.035999998450279236	0.7975839972496033	-4.125999927520752	0.9649999737739563	-0.4039999917149544	0.7630000114440918	0.44666666666666666	0.35333333333333333	0.0	0.5533333333333333	0.21333333333333335	7.0	22	0.1601363867521286	-0.11868181824684143	-0.06172727048397064	0.08245455473661423	0.0	0.0	0.0	-0.09469090402126312	0.005049095023423433	0.038063328713178635	-0.04482090845704079	-0.09469090402126312	False
c1norep14	chr1	1615350	1615461	-	1	111	111	30way	150	111	-0.27231535	-0.042	0.90109634	-2.862	1.165	-0.703000009059906	0.1185000017285347	0.4144144144144144	0.2072072072072072	0.0	0.5855855855855856	0.3063063063063063	10	150	-0.07788000255823135	-0.07249999791383743	0.7387984395027161	-2.2079999446868896	1.059000015258789	-0.43324998766183853	0.5699999928474426	0.4266666666666667	0.30666666666666664	0.0	0.5666666666666667	0.22	6.0	150	-0.31731998920440674	-0.13500000536441803	0.7593199014663696	-2.7300000190734863	0.8840000033378601	-0.747500017285347	-0.01824999926611781	0.23333333333333334	0.22	0.0	0.7666666666666667	0.4066666666666667	4.0	37	-0.42132434248924255	-0.1274864822626114	-0.268135130405426	-0.006270289421081543	0.0	0.0	0.0	-0.19443535804748535	0.04500463604927063	-0.19759999215602875	-0.07471536099910736	-0.19443535804748535	False
c1norep15	chr1	1628112	1628274	+	2	69	162	30way	150	69	0.4949275	1.018	1.0643091	-4.863	1.312	0.12600000202655792	1.1660000085830688	0.8115942028985508	0.6086956521739131	0.0	0.18840579710144928	0.13043478260869565	14	150	0.265779972076416	0.4860000014305115	0.9954281449317932	-2.388000011444092	1.3009999990463257	-0.25575000420212746	1.128999948501587	0.64	0.5	0.0	0.36	0.19333333333333333	8.0	150	0.4084133505821228	1.0260000228881836	1.051497459411621	-3.9820001125335693	1.312000036239624	0.03950000088661909	1.1759999990463257	0.7533333333333333	0.54	0.0	0.24666666666666667	0.14666666666666667	17.0	23	0.9900434613227844	-0.3424782454967499	0.837217390537262	-0.5134347677230835	0.0	0.0	0.0	0.2291475236415863	0.08651414513587952	0.3370966613292694	0.1578308343887329	0.08651414513587952	False
c1norep16	chr1	1676749	1692675	-	2	324	15926	30way	150	324	-0.024472216	0.0955	0.67059183	-2.593	1.072	-0.403499998152256	0.4659999907016754	0.5555555555555556	0.21296296296296297	0.0	0.4444444444444444	0.17901234567901234	8	150	-0.0701666846871376	0.051500000059604645	1.0430558919906616	-5.915999889373779	1.1920000314712524	-0.5440000146627426	0.8840000033378601	0.5666666666666667	0.32	0.0	0.43333333333333335	0.26	9.0	150	-0.15731999278068542	0.26100000739097595	0.8830680251121521	-3.5429999828338623	0.6000000238418579	-0.42125000804662704	0.4907500073313713	0.5333333333333333	0.2	0.0	0.4666666666666667	0.21333333333333335	8.0	108	-0.006555553991347551	-0.07082407921552658	0.003962975926697254	-0.042652794159948826	0.0	0.0	0.0	0.04569447040557861	0.13284777104854584	-0.11374333500862122	0.08927112072706223	0.04569447040557861	False
c1norep17	chr1	1691079	1691331	-	1	252	252	30way	150	252	-0.016642867	0.376	0.7730937	-5.899	0.466	-0.3985000103712082	0.42500001192092896	0.6507936507936508	0.0	0.0	0.3492063492063492	0.1111111111111111	12	150	-0.10057999938726425	0.37599998712539673	0.7114570736885071	-3.494999885559082	0.4659999907016754	-0.4299999922513962	0.4099999964237213	0.5666666666666667	0.0	0.0	0.43333333333333335	0.14666666666666667	9.0	150	-0.03630001097917557	0.37599998712539673	0.7092771530151367	-2.937000036239624	0.4659999907016754	-0.40800000727176666	0.42500001192092896	0.6266666666666667	0.0	0.0	0.37333333333333335	0.13333333333333333	8.0	84	-0.00853571854531765	0.018380943685770035	-0.059773821383714676	0.06469643395394087	0.0	0.0	0.0	0.0839371308684349	0.01965714432299137	-0.06844000518321991	0.051797136664390564	0.01965714432299137	False
c1riboseqorf8	chr1	1691332	1692675	-	2	288	1343	30way	150	288	0.0245625	0.376	0.6218599	-2.937	0.63	-0.3710000067949295	0.4620000123977661	0.5972222222222222	0.16666666666666666	0.0	0.4027777777777778	0.125	8	150	0.0024666583631187677	0.37599998712539673	0.8597991466522217	-5.89900016784668	0.4659999907016754	-0.35350000113248825	0.42500001192092896	0.6933333333333334	0.0	0.0	0.30666666666666664	0.1	8.0	150	-0.15731999278068542	0.26100000739097595	0.8830680251121521	-3.5429999828338623	0.6000000238418579	-0.42125000804662704	0.4907500073313713	0.5333333333333333	0.2	0.0	0.4666666666666667	0.21333333333333335	8.0	96	-0.022614585235714912	0.034322913736104965	0.06197916343808174	-0.056124999187886715	0.0	0.0	0.0	0.02209584228694439	0.18188250064849854	-0.07742667198181152	0.10198917239904404	0.02209584228694439	False
c1norep18	chr1	1739607	1745755	-	2	129	6148	30way	150	129	-0.2595814	-0.213	0.6571492	-2.442	0.975	-0.5360000133514404	0.04600000008940697	0.3333333333333333	0.16279069767441862	0.0	0.6666666666666666	0.27906976744186046	3	150	-0.10515999794006348	0.01899999938905239	0.959887683391571	-4.045000076293945	1.1770000457763672	-0.5084999948740005	0.8842500001192093	0.52	0.2866666666666667	0.0	0.48	0.25333333333333335	9.0	150	-0.008833333849906921	-0.11749999970197678	0.6277324557304382	-1.968999981880188	0.7049999833106995	-0.3089999854564667	0.6029999852180481	0.42	0.4	0.0	0.58	0.16	8.0	43	-0.22693021595478058	-0.2043720930814743	-0.34744182229042053	0.1317906677722931	0.0	0.0	0.0	-0.1544213891029358	-0.25074803829193115	-0.0569966621696949	-0.20258472859859467	-0.25074803829193115	False
c1norep19	chr1	1744354	1744606	-	1	252	252	30way	150	252	-0.016277779	0.384	0.7234068	-5.041	0.476	-0.3854999914765358	0.4350000023841858	0.6388888888888888	0.0	0.0	0.3611111111111111	0.11507936507936507	14	150	-0.03303999453783035	0.3840000033378601	0.681401789188385	-3.559999942779541	0.47600001096725464	-0.3997500017285347	0.4189999997615814	0.6	0.0	0.0	0.4	0.10666666666666667	10.0	150	-0.07800666987895966	0.3840000033378601	0.7775423526763916	-3.5980000495910645	0.47600001096725464	-0.40049999207258224	0.4350000023841858	0.5933333333333334	0.0	0.0	0.4066666666666667	0.12	8.0	84	-0.048285722732543945	0.0019761952571570873	-0.002523810137063265	-0.02063095336779952	0.0	0.0	0.0	0.01676221564412117	0.06172889098525047	-0.055523332208395004	0.03924555331468582	0.01676221564412117	False
c1norep20	chr1	1744607	1745755	-	2	93	1148	30way	150	93	-0.1406129	-0.145	0.77307403	-2.866	0.674	-0.42500001192092896	0.4350000023841858	0.4838709677419355	0.13978494623655913	0.0	0.5161290322580645	0.15053763440860216	6	150	0.03346667066216469	0.3840000033378601	0.7564634680747986	-5.040999889373779	0.47600001096725464	-0.335999995470047	0.4350000023841858	0.7	0.0	0.0	0.3	0.1	14.0	150	-0.008833333849906921	-0.11749999970197678	0.6277324557304382	-1.968999981880188	0.7049999833106995	-0.3089999854564667	0.6029999852180481	0.42	0.4	0.0	0.58	0.16	8.0	31	-0.26896774768829346	0.09838710725307465	-0.25125807523727417	0.16596775501966476	0.0	0.0	0.0	-0.17407956719398499	-0.13177956640720367	0.012316667474806309	-0.15292957425117493	-0.17407956719398499	False
c1norep21	chr1	1765408	1780052	-	2	186	14644	30way	150	186	-0.013279571	0.019000001	0.82005894	-3.613	1.298	-0.43949999660253525	0.8007499873638153	0.5161290322580645	0.2956989247311828	0.0	0.4838709677419355	0.22580645161290322	14	150	0.3034600019454956	0.6629999876022339	1.004600167274475	-2.928999900817871	1.2979999780654907	-0.1772500015795231	1.1260000467300415	0.6866666666666666	0.5	0.0	0.31333333333333335	0.19333333333333333	10.0	150	0.11353332549333572	0.14149999618530273	0.9808068871498108	-6.429999828338623	1.2599999904632568	-0.3134999945759773	0.9754999876022339	0.6	0.35333333333333333	0.0	0.4	0.17333333333333334	13.0	62	-0.06640321761369705	-0.04722581058740616	0.07379032671451569	-0.1306048408150673	0.0	0.0	0.0	-0.316739559173584	-0.1268128901720047	0.20849665999412537	-0.22177623212337494	-0.316739559173584	False
c1norep22	chr1	2316884	2319237	+	2	375	2353	30way	150	375	-0.10519466	-0.036	0.9213664	-6.697	1.199	-0.49300000071525574	0.6790000200271606	0.4826666666666667	0.3253333333333333	0.0	0.5146666666666667	0.248	11	150	-0.027220001444220543	-0.03099999949336052	0.8255681395530701	-4.531000137329102	0.9580000042915344	-0.36375000327825546	0.6547500044107437	0.46	0.36	0.0	0.54	0.21333333333333335	10.0	150	-0.0386599600315094	0.042500000447034836	1.0626195669174194	-4.480999946594238	1.1990000009536743	-0.4202500060200691	0.8917500078678131	0.5466666666666666	0.3466666666666667	0.0	0.4533333333333333	0.20666666666666667	11.0	125	-0.21393603086471558	-0.003639988834038377	-0.09800798445940018	-0.010780028998851776	0.0	0.0	0.0	-0.07797465473413467	-0.06653469800949097	-0.03294001892209053	-0.07225464284420013	-0.07797465473413467	False
