chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	translated_frame_score	translated_max_score	translated_phylop	translated_window_max	untranslated_frame_score	untranslated_max_score	untranslated_phylop	untranslated_window_max	translated_length	untranslated_length	intron_start	intron_end	frame	translated_coords	intron_coords
10	78033907	78033979	ENST00000372360_1	72	+	78033907	78033979	0	1	72	0	ENST00000372360	72	-47.108610735999214	-30.127166628837585	-0.36379167398748297	-27.494899654388426	-28.967086918997957	-26.355651327916906	-0.625287170681689	-6.173444602224562	72	1375	78033904	78035351	1	10:78033907-78033979	10:78033904-78035351
11	8682819	8682888	ENST00000314138_1	69	+	8682819	8682888	0	1	69	0	ENST00000314138	69	-34.29078278334244	-30.137304468431335	-1.3318550650678251	-22.992000150680543	-27.005825949243352	-27.005825949243352	-0.18532278662904084	-11.198999881744385	69	316	8682816	8683201	1	11:8682819-8682888	11:8682816-8683201
11	65570515	65570545	ENST00000309328_1	30	+	65570515	65570545	0	1	30	0	ENST00000309328	30	-27.41476647059123	-24.956533455848692	0.611366672317187	-27.41476647059123	-21.628206608787416	-15.896904836571405	1.6582857168885687	-17.481233390172324	30	63	65570510	65570603	3	11:65570515-65570545	11:65570510-65570603
11	66509318	66509531	ENST00000419755_1	213	+	66509318	66509531	0	1	213	0	ENST00000419755	213	-18.807438127767472	-18.807438127767472	1.2761220635776298	-7.816899991035461	-23.73725896933406	-19.800757621169943	0.10392983437270593	-1.3241998702287674	213	1485	66509314	66511012	2	11:66509318-66509531	11:66509314-66511012
11	6683029	6683119	ENST00000288937_1	90	-	6683029	6683119	0	1	90	0	ENST00000288937	90	-22.3911891579628	-22.3911891579628	-0.58263636498966	-14.117200088500976	-32.34562204839997	-27.061488370408416	-0.0842994656687712	-14.8545001745224	90	217	6682815	6683122	2	11:6683029-6683119	11:6682815-6683122
11	14520287	14520293	ENST00000555531_1	6	-	14520287	14520293	0	1	6	0	ENST00000555531	6	-41.371999740600586	-5.671499570210774	2.792833275937786		-29.036183380479333	-28.794434709189606	0.33760288145670514	-11.228799867630006	6	1249	14519041	14520296	2	11:14520287-14520293	11:14519041-14520296
11	14520287	14520293	ENST00000396394_1	6	-	14520287	14520293	0	1	6	0	ENST00000396394	6	-41.371999740600586	-5.671499570210774	2.792833275937786		-29.036183380479333	-28.794434709189606	0.33760288145670514	-11.228799867630006	6	1249	14519041	14520296	2	11:14520287-14520293	11:14519041-14520296
11	62665085	62665127	ENST00000528405_1	42	-	62665085	62665127	0	1	42	0	ENST00000528405	42	-35.80407122203282	-22.020523831957863	-0.19845236984214612	-32.49909963607788	-15.917677872672039	-15.917677872672039	0.5219915327686889	44.04240000247955	42	2507	62664973	62667522	2	11:62665085-62665127	11:62664973-62667522
11	62665085	62665127	ENST00000524958_1	42	-	62665085	62665127	0	1	42	0	ENST00000524958	42	-35.80407122203282	-22.020523831957863	-0.19845236984214612	-32.49909963607788	-15.917677872672039	-15.917677872672039	0.5219915327686889	44.04240000247955	42	2507	62664973	62667522	2	11:62665085-62665127	11:62664973-62667522
11	64317382	64317445	ENST00000544844_1	63	-	64317382	64317445	0	1	63	0	ENST00000544844	63	-30.459095648356847	-26.42195253145127	-0.743936502034702	-17.895900273323058	-21.120899534225465	-21.120899534225465	2.0833499836735427		63	20	64317365	64317448	3	11:64317382-64317445	11:64317365-64317448
11	67507896	67507995	ENST00000301488_1	99	-	67507896	67507995	0	1	99	0	ENST00000301488	99	-10.759212065826762	-10.759212065826762	1.5857575784832465	-5.729300141334534	-15.240339653390759	-8.97037735820379	2.146198130944164	-2.559999978542328	99	212	67507689	67508000	1	11:67507896-67507995	11:67507689-67508000
12	19440374	19440383	ENST00000266508_1	9	+	19440374	19440383	0	1	9	0	ENST00000266508	9	2.835888968573676	2.835888968573676	1.6525555650393169		-17.017069866712863	-17.017069866712863	0.17361682852980487	9.497999906539917	9	22130	19440370	19462509	2	12:19440374-19440383	12:19440370-19462509
12	53299956	53300040	ENST00000267103_1	84	+	53299956	53300040	0	1	84	0	ENST00000267103	84	-15.197928694742066	-15.197928694742066	-0.685773812766586	-9.708800137043	-23.952124821088677	-23.952124821088677	-0.4826160752813199	-12.658399771898985	84	112	53299953	53300149	1	12:53299956-53300040	12:53299953-53300149
12	56116802	56116817	ENST00000546591_1	15	+	56116802	56116817	0	1	15	0	ENST00000546591	15	-22.92706689834595	-22.92706689834595	0.2905999927471081		-33.61354352882051	-28.925962173633497	-0.37585828568659385	-12.602888968255785	15	374	56116799	56117188	1	12:56116802-56116817	12:56116799-56117188
12	1592863	1592869	ENST00000339235_1	6	-	1592863	1592869	0	1	6	0	ENST00000339235	6	7.410833199818929	7.410833199818929	7.971000115076701		-19.118944590672914	-19.020137965044714	0.18686127587572918	6.478000164031982	6	26056	1566810	1592872	2	12:1592863-1592869	12:1566810-1592872
14	22829945	22829954	ENST00000397496_1	9	+	22829945	22829954	0	1	9	0	ENST00000397496	9	-48.85833263397217	0.5913748443126678	-0.09077776492469841		-33.47592963382602	-20.207293056741808	-0.053859996446408334	-20.170099806785583	9	100	22829940	22830049	3	14:22829945-22829954	14:22829940-22830049
14	30622404	30622425	ENST00000458591_1	21	+	30622404	30622425	0	1	21	0	ENST00000458591	21	-38.67204829624721	-26.224238278965156	-0.3647142827865623		-22.378028611167515	-21.882674041664114	0.06315081785389612	3.750999927520752	21	5788	30622399	30628208	3	14:30622404-30622425	14:30622399-30628208
14	49599206	49599407	ENST00000298288_1	201	+	49599206	49599407	0	1	201	0	ENST00000298288	201	-18.49105063532338	-15.622850898041653	-0.6832388094325194	-10.197200059890747	-17.965717009432737	-17.965717009432737	1.9068607301321083	2.9100000858306885	201	2965	49599203	49602369	1	14:49599206-49599407	14:49599203-49602369
14	74713203	74713263	ENST00000341162_1	60	+	74713203	74713263	0	1	60	0	ENST00000341162	60	-36.8730003118515	-36.8730003118515	-0.5715000043041073	-30.406900358200073	-31.12582149276776	-25.387227633302764	0.385883414145818	-19.475099885463713	60	224	74713200	74713484	1	14:74713203-74713263	14:74713200-74713484
14	24215862	24215913	ENST00000288087_1	51	-	24215862	24215913	0	1	51	0	ENST00000288087	51	-29.933843080319612	-20.65631370655462	-0.4850392173245257	-24.47839959561825	-31.239731585801536	-18.24237142290388	0.90970000596717	-25.603732879956564	51	70	24215797	24215918	3	14:24215862-24215913	14:24215797-24215918
14	31457186	31457279	ENST00000547378_1	93	-	31457186	31457279	0	1	93	0	ENST00000547378	93	-24.945226073265076	-24.945226073265076	-0.4738709650387967	-16.981400275230406	-23.898429227014333	-23.33430178355588	0.3053928850883223	18.726999282836914	93	3845	31453344	31457282	3	14:31457186-31457279	14:31453344-31457282
14	31457186	31457279	ENST00000310850_1	93	-	31457186	31457279	0	1	93	0	ENST00000310850	93	-24.945226073265076	-24.945226073265076	-0.4738709650387967	-16.981400275230406	-23.898429227014333	-23.33430178355588	0.3053928850883223	18.726999282836914	93	3845	31453344	31457282	3	14:31457186-31457279	14:31453344-31457282
14	59483686	59483803	ENST00000247194_1	117	-	59483686	59483803	0	1	117	0	ENST00000247194	117	-25.650641202162472	-16.282213466799156	-0.05009401297499227	-13.035300302505494	-19.66274390857633	-19.498322718924985	0.09802008741009482	-0.8336998462677002	117	4340	59479351	59483808	1	14:59483686-59483803	14:59479351-59483808
15	43792388	43792433	ENST00000249786_1	45	+	43792388	43792433	0	1	45	0	ENST00000249786	45	-38.125666268666585	-24.041421948538886	-0.20804444166521233	-30.422799825668335	-23.317433983251288	-22.300302236972055	0.45871794854837467	-7.415100049972534	45	546	43792383	43792974	3	15:43792388-43792433	15:43792383-43792974
15	78873062	78873122	ENST00000426013_1	60	+	78873062	78873122	0	1	60	0	ENST00000426013	60	-18.09425002336502	-12.99693334698677	-1.933833323325962	-5.788699841499328	-16.960358854222996	-16.35025332708447	-1.1910675452922472	7.251666883627574	60	5095	78873057	78878212	3	15:78873062-78873122	15:78873057-78878212
15	90265880	90265907	ENST00000379095_1	27	+	90265880	90265907	0	1	27	0	ENST00000379095	27	-5.741666670198794	-5.741666670198794	1.834444470876069		-16.25453904022773	-16.25453904022773	0.2542734378403111	6.3298998296260836	27	384	90265876	90266287	2	15:90265880-90265907	15:90265876-90266287
15	79896853	79896868	ENST00000258874_1	15	-	79896853	79896868	0	1	15	0	ENST00000258874	15	-15.811399555206298	-4.073866526285808	-0.3877333323160807		-17.120298807673223	-16.896382519900342	-0.29568530606002974	8.229999542236328	15	7502	79889354	79896871	3	15:79896853-79896868	15:79889354-79896871
16	29996394	29996541	ENST00000563197_1	147	+	29996394	29996541	0	1	147	0	ENST00000563197	147	-24.40893878620498	-24.40893878620498	0.7064714278759701	-1.317699909210205	-37.538625836372375	-5.493374884128571	6.093625038862228		147	8	29996391	29996546	1	16:29996394-29996541	16:29996391-29996546
16	1772699	1772795	ENST00000397375_1	96	-	1772699	1772795	0	1	96	0	ENST00000397375	96	-17.713124789918464	-17.567531135554116	-0.6866041669466844	-2.262800019979477	-23.48832160340888	-16.913928808644414	0.8700714169182382	-18.531000202894212	96	56	1772646	1772798	3	16:1772699-1772795	16:1772646-1772798
16	2251455	2251509	ENST00000301729_1	54	-	2251455	2251509	0	1	54	0	ENST00000301729	54	-18.434499926037258	-16.107666536613745	-1.0726296289789456	-9.724899911880494	-17.834612855988166	-17.22299951122653	0.18248386107264988	-17.7780666132768	54	31	2251429	2251514	3	16:2251455-2251509	16:2251429-2251514
16	5097541	5097640	ENST00000427587_1	99	-	5097541	5097640	0	1	99	0	ENST00000427587	99	-15.295515356641827	-15.295515356641827	-0.6030404002527998	-8.202199935913086	-19.53927084965678	-19.097442199454896	-0.1369985224798395	-3.4060000048743353	99	2030	5095514	5097643	3	16:5097541-5097640	16:5095514-5097643
16	20806373	20806403	ENST00000357967_1	30	-	20806373	20806403	0	1	30	0	ENST00000357967	30	-25.432099959254266	-25.432099959254266	-0.8813333321362734	-25.432099959254266	-15.377755700952951	-14.747317311868716	-0.11324866223296859	9.17300033569336	30	2707	20803670	20806407	1	16:20806373-20806403	16:20803670-20806407
17	4731579	4731639	ENST00000293777_1	60	+	4731579	4731639	0	1	60	0	ENST00000293777	60	-30.376949914296468	-18.779049968719484	-0.35573332890247306	-26.230100011825563	-28.10181558723991	-24.456411296594226	-0.03624113587041696	-13.107200026512146	60	141	4731574	4731775	3	17:4731579-4731639	17:4731574-4731775
17	7220050	7220104	ENST00000356839_1	54	+	7220050	7220104	0	1	54	0	ENST00000356839	54	-36.58588885598712	-29.911018344314975	0.5175000035928355	-34.813600623607634	-20.75319026605714	-20.75319026605714	1.5830476365628696		54	21	7220046	7220121	2	17:7220050-7220104	17:7220046-7220121
17	39200353	39200455	ENST00000225430_1	102	+	39200353	39200455	0	1	102	0	ENST00000225430	102	-42.41870587713578	-31.836794521878748	-0.5683823658208198	-31.935699915885927	-24.741299299165508	-24.741299299165508	-0.4311300918598183	-9.106999857723713	102	761	39200349	39201212	2	17:39200353-39200455	17:39200349-39201212
17	58692793	58692802	ENST00000337432_1	9	+	58692793	58692802	0	1	9	0	ENST00000337432	9	-25.227999422285293	-25.227999422285293	-0.6707777455449104		-19.636344993421027	-19.426226252020342	0.14074893200428124	-0.010999914672639634	9	2133	58692788	58694930	3	17:58692793-58692802	17:58692788-58694930
17	7627548	7627566	ENST00000269298_1	18	-	7627548	7627566	0	1	18	0	ENST00000269298	18	-22.239167504840427	-22.239167504840427	0.16138889019687971		-33.102635363157646	-24.833846903195347	-0.29014598209764403	-14.663899779319763	18	137	7627414	7627569	3	17:7627548-7627566	17:7627414-7627569
17	28571427	28571457	ENST00000308360_1	30	-	28571427	28571457	0	1	30	0	ENST00000308360	30	-26.701933642228443	-23.05016644001007	-0.2306666603932778	-26.701933642228443	-14.701957368075467	-14.701957368075467	1.9268933890369047	31.431100177764893	30	469	28570963	28571462	3	17:28571427-28571457	17:28570963-28571462
17	41811315	41811450	ENST00000393928_1	135	-	41811315	41811450	0	1	135	0	ENST00000393928	135	-19.775777655177645	-10.855563168172482	-0.20215555361506563	-6.610899925231934	-16.42082329006756	-11.621735378223306	1.132500007556861	-17.566999757289885	135	34	41811284	41811453	2	17:41811315-41811450	17:41811284-41811453
17	41836070	41836178	ENST00000435506_1	108	-	41836070	41836178	0	1	108	0	ENST00000435506	108	-18.615333504147	-8.750305558796283	0.2710740725861224	-8.038499975204468	-6.647112002050312	-6.647112002050312	0.9663879311932572	1.3830000400543212	108	116	41835957	41836181	3	17:41836070-41836178	17:41835957-41836181
17	57849938	57849962	ENST00000313608_1	24	-	57849938	57849962	0	1	24	0	ENST00000313608	24	-30.14337517817815	-20.05474954843521	0.34420834272168577		-25.65156734434243	-24.036790241931495	-0.46379699012136816	-7.553800031542778	24	532	57849410	57849966	1	17:57849938-57849962	17:57849410-57849966
17	59155115	59155127	ENST00000330137_1	12	-	59155115	59155127	0	1	12	0	ENST00000330137	12	-7.011916716893514	-7.011916716893514	3.2295833621174097		-15.182343859151231	-15.182343859151231	0.16332057395648109	11.991999626159668	12	23751	59131367	59155130	1	17:59155115-59155127	17:59131367-59155130
17	64129816	64129972	ENST00000433197_1	156	-	64129816	64129972	0	1	156	0	ENST00000433197	156	-12.328759922981263	-12.328759922981263	0.54196154331872	-2.0826000690460207	-20.193025818290288	-19.908237444362815	0.17538752632819668	10.267999649047852	156	31578	64098241	64129975	1	17:64129816-64129972	17:64098241-64129975
17	81666298	81666514	ENST00000374741_1	216	-	81666298	81666514	0	1	216	0	ENST00000374741	216	-9.543046839011367	-9.543046839011367	-0.5565925932799777	-1.6401250283233821	-19.38982204256098	-17.523829773694548	-0.5695983295806591	-4.950199908018112	216	717	81665584	81666517	1	17:81666298-81666514	17:81665584-81666517
17	82022756	82022822	ENST00000392359_1	66	-	82022756	82022822	0	1	66	0	ENST00000392359	66	-18.59575746276162	-11.744142731030783	-0.9723333387325207	-11.980599880218506	-12.277535510383345	-11.167185964386704	-0.7175331405632454	1.9526667594909668	66	2850	82019909	82022825	1	17:82022756-82022822	17:82019909-82022825
17	82037562	82037625	ENST00000306869_1	63	-	82037562	82037625	0	1	63	0	ENST00000306869	63	-10.682365127972194	-10.682365127972194	-0.8050793691405228	-7.87970004081726	-23.46059982776642	-23.46059982776642	1.6344999938213731		63	20	82037547	82037630	1	17:82037562-82037625	17:82037547-82037630
18	26546619	26546724	ENST00000580059_1	105	-	26546619	26546724	0	1	105	0	ENST00000580059	105	-15.523799868992397	-15.523799868992397	2.282657155589688	0.9000000476837158	-23.436415861925667	-23.17192756096037	0.027908546147731295	11.107999801635742	105	45372	26501250	26546727	1	18:26546619-26546724	18:26501250-26546727
19	1438431	1438662	ENST00000592588_1	231	+	1438431	1438662	0	1	231	0	ENST00000592588	231	-27.18735066327182	-25.32201300425963	-0.9276320394249512	-11.82250006198883	-21.312469419167968	-21.312469419167968	-0.4576734668926849	-11.335999941825866	231	147	1438428	1438806	1	19:1438431-1438662	19:1438428-1438806
2	27212470	27212485	ENST00000380171_1	15	+	27212470	27212485	0	1	15	0	ENST00000380171	15	-12.879599877198537	-10.60433357556661	2.228200001269579		-28.206011532706555	-26.113108153355654	0.38262247892300616	-7.141333576043447	15	694	27212467	27213176	1	2:27212470-27212485	2:27212467-27213176
2	72887741	72887804	ENST00000234454_1	63	+	72887741	72887804	0	1	63	0	ENST00000234454	63	-29.998571537789843	-18.79438093304634	-0.6311746146788614	-24.83150049448013	-26.933791713028103	-26.933791713028103	-0.1412373546751919	-8.468399900197983	63	514	72887736	72888313	3	2:72887741-72887804	2:72887736-72888313
2	128091420	128091498	ENST00000259253_1	78	+	128091420	128091498	0	1	78	0	ENST00000259253	78	-24.23228192424927	-18.070102674838825	0.9112564100919721	-20.568899750709534	-20.511896564612623	-19.27606588317341	-0.17737302879393235	8.930000305175781	78	5935	128091415	128097428	3	2:128091420-128091498	2:128091415-128097428
2	130342938	130342947	ENST00000259239_1	9	+	130342938	130342947	0	1	9	0	ENST00000259239	9	-33.993666330973305	-15.770222240024143	-0.016666652634739876		-24.816046524879543	-24.816046524879543	-0.14233871579410567	-9.401000218732017	9	141	130342935	130343085	1	2:130342938-130342947	2:130342935-130343085
2	215312166	215312274	ENST00000236959_1	108	+	215312166	215312274	0	1	108	0	ENST00000236959	108	-7.118351833894849	-7.118351833894849	-0.2045185209415784	-0.45569986701011655	-20.19183770593321	-20.077600946290453	-0.3851096428371149	-11.571333479881286	108	228	215312161	215312497	3	2:215312166-215312274	2:215312161-215312497
2	19901494	19901701	ENST00000333610_1	207	-	19901494	19901701	0	1	207	0	ENST00000333610	207	-19.16985514284908	-15.159845349581346	-1.0338000006939672	-9.744399857521056	-23.5970639562091	-23.138986137565933	-0.10982241877413061	2.068799841403961	207	3463	19898035	19901705	1	2:19901494-19901701	2:19898035-19901705
2	47176374	47176437	ENST00000272298_1	63	-	47176374	47176437	0	1	63	0	ENST00000272298	63	-20.734095431509473	-9.14487306087736	1.2583333384393462	-12.496166662375133	-23.66468917041286	-23.66468917041286	0.48052493104269506	5.240000095963478	63	5613	47170764	47176440	1	2:47176374-47176437	2:47170764-47176440
2	98608207	98608303	ENST00000328709_1	96	-	98608207	98608303	0	1	96	0	ENST00000328709	96	-13.527843782057365	-13.527843782057365	-0.1654062491603933	-6.78270013332367	-20.051006494018733	-20.051006494018733	0.05041402594144181	-3.348600262403488	96	4019	98604191	98608306	3	2:98608207-98608303	2:98604191-98608306
20	31605816	31605837	ENST00000376112_1	21	+	31605816	31605837	0	1	21	0	ENST00000376112	21	-33.35414344923837	-16.202333172162373	0.4696190535490002		-34.13243576474146	-29.556761466445177	-0.3437018362872533	-19.83490056991577	21	218	31605813	31606052	1	20:31605816-31605837	20:31605813-31606052
20	64063387	64063513	ENST00000343484_1	126	+	64063387	64063513	0	1	126	0	ENST00000343484	126	-7.0811507067096136	-7.0811507067096136	1.9701507881631157	-0.11086658636728923	-18.42520381160738	-18.42520381160738	-0.2249949359096672	0.27959991693496705	126	2965	64063384	64066475	1	20:64063387-64063513	20:64063384-64066475
20	63215667	63215862	ENST00000370339_1	195	-	63215667	63215862	0	1	195	0	ENST00000370339	195	-13.401184725302917	-12.470052088203374	-0.4234564122624504	3.6716999232769014	-17.77330418255018	-9.34153599669968	1.6099854995483074	-14.5416999489069	195	69	63215601	63215865	1	20:63215667-63215862	20:63215601-63215865
21	29073506	29073527	ENST00000286788_1	21	-	29073506	29073527	0	1	21	0	ENST00000286788	21	-39.479381152561736	-26.46014322553362	-1.1444285834829013		-20.15027290942641	-19.51032235133511	-0.3698914901307604	-1.0660000503063203	21	3172	29070337	29073530	2	21:29073506-29073527	21:29070337-29073530
22	19432611	19432632	ENST00000333130_1	21	+	19432611	19432632	0	1	21	0	ENST00000333130	21	-55.8721912247794	-34.683142117091585	-0.29361905193045024		-15.70262179758328	-15.70262179758328	-0.18765967680073734	-0.4630000039935112	21	636	19432607	19433264	2	22:19432611-19432632	22:19432607-19433264
22	22792583	22792664	ENST00000390314_1	81	+	22792583	22792664	0	1	81	0	ENST00000390314	81	-14.611518560736268	-14.611518560736268	-2.9355749969836324	-7.760899898409844	-15.174027628368801	-15.174027628368801	-4.224388884936666	-15.363066546122234	81	36	22792578	22792695	3	22:22792583-22792664	22:22792578-22792695
22	29767551	29767587	ENST00000330029_1	36	+	29767551	29767587	0	1	36	0	ENST00000330029	36	-17.087916870911915	-9.000833431879679	3.3665833009613886	-17.104100251197814	-20.54744563885622	-19.81389927380208	-0.17105298842183247	9.388999938964844	36	2093	29767548	29769677	1	22:29767551-29767587	22:29767548-29769677
22	39319324	39319591	ENST00000216146_1	267	-	39319324	39319591	0	1	267	0	ENST00000216146	267	-31.62642692581991	-31.62642692581991	-1.4192097396607257	-8.208799743652344	-24.604832625538734	-24.604832625538734	-0.4210312890579455	6.487799906730652	267	735	39318592	39319594	1	22:39319324-39319591	22:39318592-39319594
3	10142192	10142294	ENST00000256474_1	102	+	10142192	10142294	0	1	102	0	ENST00000256474	102	-8.682705880964503	-8.682705880964503	-0.6851632607214589	2.714400124549866	-11.486832930671818	-10.876393129069461	-0.36333464031567	6.519000053405762	102	4224	10142187	10146513	3	3:10142192-10142294	3:10142187-10146513
3	120596542	120596569	ENST00000184266_1	27	+	120596542	120596569	0	1	27	0	ENST00000184266	27	-27.558407253689236	-9.730889019038942	3.4546500273048877		-23.67733705071779	-22.185111125245484	0.24401586178198212	-1.2016666995154486	27	4544	120596539	120601110	1	3:120596542-120596569	3:120596539-120601110
3	128879844	128879973	ENST00000308982_1	129	+	128879844	128879973	0	1	129	0	ENST00000308982	129	-17.446627834508586	-17.446627834508586	-0.7921860452557286	-5.151399999856949	-17.25087060752858	-16.11797138229498	-0.5947126637835094	0.8610000014305115	129	4682	128879841	128884652	1	3:128879844-128879973	3:128879841-128884652
3	10321022	10321046	ENST00000350697_1	24	-	10321022	10321046	0	1	24	0	ENST00000350697	24	-22.122249856591225	-22.122249856591225	-0.10033334714050095		-22.010685025707282	-21.1950939687379	-0.16170211951419547	2.183000087738037	24	2931	10318094	10321049	1	3:10321022-10321046	3:10318094-10321049
3	139389508	139389544	ENST00000333188_1	36	-	139389508	139389544	0	1	36	0	ENST00000333188	36	-21.731416828930378	-21.731416828930378	0.11155555928255328	-16.321699866652487	-21.152272485837194	-21.066890542515093	0.15239993256290907	5.466000080108643	36	6076	139383435	139389547	2	3:139389508-139389544	3:139383435-139389547
4	124676	124802	ENST00000510175_1	126	+	124676	124802	0	1	126	0	ENST00000510175	126	NaN	NaN	-2.2579682423245337	NaN	-5.729506495614331	-5.729506495614331	-2.171213950165699	NaN	126	5988	124673	130787	1	4:124676-124802	4:124673-130787
4	77862884	77863001	ENST00000315567_1	117	+	77862884	77863001	0	1	117	0	ENST00000315567	117	-41.07638423565106	-29.58241020410489	-0.6122136715536889	-31.07479953765869	-14.411097336757914	-14.411097336757914	-0.13192264584972282	3.8480000495910645	117	8747	77862879	77871743	3	4:77862884-77863001	4:77862879-77871743
4	75990724	75990748	ENST00000356260_1	24	-	75990724	75990748	0	1	24	0	ENST00000356260	24	-18.040416757265728	-18.040416757265728	-0.4703750000335276		-12.141897976712125	-12.141897976712125	-0.003383003249512661	1.6450001001358032	24	8690	75982037	75990751	3	4:75990724-75990748	4:75982037-75990751
5	163459795	163459858	ENST00000302764_1	63	-	163459795	163459858	0	1	63	0	ENST00000302764	63	-13.770269700459071	-13.770269700459071	0.03047620241219799	-7.984000039100647	-20.900245092886884	-20.900245092886884	-0.21859907619337882	7.863999843597412	63	2188	163457610	163459861	2	5:163459795-163459858	5:163457610-163459861
5	181243680	181243686	ENST00000512805_1	6	-	181243680	181243686	0	1	6	0	ENST00000512805	6	-14.912999749183655	-6.877333005269368	-0.38833331565062207		-21.166667830973992	-15.904564068286694	0.3758863730496019	0.3048333128293355	6	1472	181242213	181243691	1	5:181243680-181243686	5:181242213-181243691
6	85450481	85450520	ENST00000257770_1	39	+	85450481	85450520	0	1	39	0	ENST00000257770	39	-24.099589983622234	-19.097871763583942	-0.060307696742268324	-19.52360003789266	-24.343891530100965	-24.343891530100965	-0.12407641690715787	1.1820000410079956	39	16542	85450478	85467059	1	6:85450481-85450520	6:85450478-85467059
6	33417871	33417955	ENST00000488034_1	84	-	33417871	33417955	0	1	84	0	ENST00000488034	84	-21.143173144187458	-17.02229642868042	1.0652142838974084	-6.573592512695877	-25.87049189355552	-18.986837155825736	0.8589530234047736	-6.3469334443410235	84	307	33417695	33418086	3	6:33417871-33417955	6:33417695-33418086
